iter	Passed	Remaining
402	11583	132132
403	11612	132109
404	11645	132120
405	11674	132105
406	11703	132073
407	11731	132037
408	11762	132029
409	11794	132045
410	11823	132010
411	11849	131959
412	11877	131922
413	11906	131892
414	11934	131849
415	11961	131809
416	11989	131768
417	12019	131753
418	12049	131734
419	12076	131695
420	12105	131661
421	12132	131615
422	12160	131577
423	12188	131546
424	12217	131514
425	12244	131474
426	12273	131442
427	12302	131418
428	12328	131365
429	12355	131308
430	12384	131288
431	12412	131252
432	12442	131230
433	12470	131193
434	12498	131158
435	12528	131147
436	12557	131116
437	12585	131080
438	12612	131033
439	12643	131032
440	12673	131021
441	12700	130967
442	12729	130945
443	12759	130930
444	12788	130905
445	12817	130879
446	12849	130880
447	12876	130831
448	12904	130795
449	12932	130758
450	12961	130732
451	12992	130726
452	13019	130685
453	13048	130661
454	13080	130665
455	13108	130628
456	13137	130602
457	13166	130575
458	13195	130550
459	13224	130518
460	13253	130496
461	13283	130478
462	13314	130469
463	13342	130432
464	13371	130405
465	13402	130402
466	13429	130356
467	13458	130324
468	13490	130327
469	13515	130269
470	13542	130224
471	13571	130191
472	13598	130152
473	13626	130108
474	13657	130109
475	13684	130064
476	13714	130039
477	13744	130024
478	13772	129988
479	13801	129964
480	13830	129940
481	13858	129902
482	13886	129862
483	13912	129816
484	13941	129781
485	13969	129752
486	13996	129703
487	14020	129629
488	14051	129624
489	14077	129571
490	14106	129545
491	14134	129513
492	14163	129482
493	14192	129458
494	14222	129441
495	14253	129427
496	14282	129404
497	14310	129369
498	14340	129354
499	14370	129333
500	14399	129310
501	14428	129277
502	14456	129246
503	14485	129222
504	14514	129196
505	14540	129143
506	14570	129120
507	14597	129079
508	14625	129041
509	14650	128984
510	14676	128929
511	14705	128904
512	14735	128882
513	14765	128864
514	14798	128877
515	14827	128851
516	14856	128827
517	14887	128811
518	14914	128769
519	14941	128724
520	14973	128722
521	14999	128677
522	15027	128637
523	15058	128628
524	15089	128621
525	15116	128575
526	15143	128530
527	15171	128499
528	15197	128442
529	15223	128396
530	15254	128385
531	15282	128350
532	15313	128338
533	15341	128302
534	15369	128272
535	15402	128273
536	15429	128236
537	15456	128191
538	15486	128171
539	15513	128128
540	15545	128125
541	15571	128078
542	15603	128076
543	15636	128078
544	15665	128054
545	15693	128015
546	15720	127977
547	15747	127930
548	15777	127919
549	15806	127887
550	15833	127845
551	15861	127808
552	15891	127796
553	15918	127752
554	15948	127734
555	15982	127744
556	16010	127711
557	16038	127675
558	16067	127651
559	16096	127624
560	16123	127581
561	16153	127560
562	16184	127547
563	16211	127509
564	16240	127478
565	16272	127474
566	16299	127437
567	16328	127405
568	16358	127389
569	16387	127365
570	16416	127334
571	16444	127303
572	16474	127278
573	16500	127232
574	16527	127186
575	16554	127145
576	16584	127130
577	16611	127090
578	16639	127052
579	16670	127037
580	16697	126995
581	16724	126955
582	16755	126948
583	16783	126913
584	16811	126873
585	16839	126839
586	16867	126807
587	16896	126777
588	16925	126755
589	16952	126710
590	16981	126689
591	17007	126638
592	17035	126602
593	17063	126570
594	17097	126576
595	17126	126550
596	17152	126501
597	17174	126423
598	17200	126377
599	17228	126344
600	17257	126314
601	17286	126291
602	17315	126264
603	17344	126233
604	17375	126222
605	17403	126191
606	17429	126137
607	17458	126113
608	17485	126071
609	17512	126036
610	17543	126023
611	17569	125975
612	17586	125858
613	17614	125826
614	17643	125801
615	17672	125771
616	17700	125742
617	17729	125714
618	17760	125699
619	17786	125655
620	17815	125627
621	17844	125602
622	17872	125564
623	17900	125530
624	17930	125511
625	17963	125516
626	17991	125479
627	18018	125442
628	18048	125420
629	18080	125415
630	18108	125379
631	18136	125347
632	18162	125303
633	18188	125251
634	18215	125211
635	18242	125172
636	18271	125149
637	18299	125114
638	18328	125086
639	18356	125055
640	18387	125038
641	18414	124998
642	18441	124960
643	18469	124928
644	18499	124905
645	18520	124828
646	18547	124786
647	18574	124749
648	18604	124725
649	18630	124684
650	18659	124651
651	18688	124628
652	18718	124607
653	18746	124574
654	18775	124551
655	18801	124501
656	18829	124471
657	18857	124439
658	18888	124426
659	18917	124395
660	18946	124369
661	18977	124355
662	19005	124325
663	19034	124298
664	19064	124279
665	19094	124256
666	19121	124217
667	19148	124179
668	19177	124150
669	19205	124117
670	19232	124080
671	19262	124060
672	19291	124035
673	19320	124006
674	19353	124004
675	19380	123964
676	19408	123933
677	19438	123911
678	19467	123887
679	19499	123880
680	19530	123866
681	19560	123843
682	19588	123813
683	19618	123790
684	19646	123755
685	19675	123732
686	19704	123706
687	19731	123667
688	19759	123633
689	19788	123609
690	19817	123578
691	19844	123540
692	19875	123528
693	19904	123496
694	19930	123451
695	19959	123429
696	19992	123426
697	20027	123434
698	20056	123407
699	20086	123387
700	20115	123361
701	20142	123320
702	20164	123254
703	20192	123218
704	20221	123191
705	20242	123115
706	20271	123092
707	20297	123045
708	20318	122970
709	20345	122934
710	20374	122905
711	20404	122884
712	20435	122870
713	20462	122834
714	20492	122812
715	20522	122792
716	20551	122766
717	20579	122732
718	20608	122706
719	20638	122681
720	20666	122650
721	20693	122610
722	20722	122584
723	20750	122555
724	20778	122522
725	20806	122487
726	20834	122453
727	20861	122420
728	20891	122397
729	20919	122366
730	20949	122341
731	20977	122314
732	21006	122283
733	21041	122293
734	21072	122275
735	21098	122233
736	21126	122203
737	21153	122162
738	21181	122127
739	21208	122093
740	21235	122055
741	21266	122037
742	21295	122010
743	21321	121966
744	21350	121942
745	21379	121915
746	21407	121883
747	21435	121849
748	21465	121828
749	21493	121796
750	21523	121773
751	21551	121741
752	21577	121701
753	21607	121676
754	21639	121668
755	21667	121636
756	21697	121615
757	21726	121587
758	21758	121578
759	21787	121551
760	21816	121522
761	21845	121495
762	21873	121465
763	21901	121432
764	21932	121415
765	21960	121382
766	21988	121353
767	22019	121335
768	22049	121316
769	22078	121286
770	22106	121258
771	22133	121220
772	22163	121199
773	22190	121158
774	22221	121145
775	22249	121112
776	22282	121104
777	22309	121070
778	22335	121025
779	22363	120991
780	22390	120951
781	22419	120926
782	22446	120890
783	22489	120939
784	22521	120926
785	22551	120907
786	22577	120865
787	22603	120820
788	22632	120792
789	22660	120761
790	22686	120719
791	22716	120696
792	22745	120668
793	22774	120642
794	22804	120620
795	22834	120598
796	22861	120561
797	22889	120529
798	22917	120496
799	22943	120451
800	22972	120428
801	23003	120410
802	23030	120373
803	23059	120345
804	23089	120321
805	23118	120295
806	23145	120260
807	23174	120230
808	23202	120201
809	23228	120159
810	23255	120118
811	23285	120098
812	23313	120066
813	23332	119986
814	23362	119965
815	23388	119924
816	23414	119880
817	23441	119846
818	23473	119831
819	23501	119802
820	23530	119772
821	23558	119743
822	23587	119715
823	23616	119688
824	23644	119657
825	23672	119623
826	23704	119611
827	23734	119590
828	23755	119523
829	23784	119494
830	23813	119466
831	23840	119430
832	23868	119400
833	23897	119373
834	23926	119344
835	23958	119335
836	23988	119311
837	24017	119286
838	24046	119259
839	24076	119236
840	24112	119242
841	24139	119206
842	24165	119165
843	24191	119125
844	24219	119089
845	24251	119081
846	24280	119053
847	24309	119023
848	24342	119017
849	24367	118972
850	24393	118928
851	24420	118893
852	24451	118877
853	24485	118873
854	24515	118848
855	24543	118817
856	24570	118779
857	24598	118748
858	24632	118745
859	24661	118719
860	24692	118701
861	24719	118664
862	24747	118635
863	24780	118627
864	24810	118602
865	24837	118568
866	24869	118555
867	24898	118525
868	24927	118500
869	24957	118477
870	24985	118446
871	25015	118424
872	25044	118395
873	25077	118384
874	25104	118348
875	25133	118321
876	25162	118296
877	25191	118266
878	25219	118237
879	25248	118208
880	25285	118220
881	25313	118188
882	25343	118166
883	25372	118136
884	25401	118107
885	25429	118075
886	25461	118063
887	25489	118034
888	25519	118011
889	25550	117990
890	25577	117955
891	25605	117924
892	25633	117891
893	25660	117855
894	25689	117829
895	25719	117803
896	25747	117773
897	25781	117767
898	25809	117735
899	25837	117702
900	25866	117675
901	25901	117675
902	25929	117642
903	25957	117614
904	25984	117575
905	26008	117524
906	26040	117512
907	26072	117497
908	26101	117471
909	26128	117434
910	26158	117411
911	26186	117377
912	26213	117344
913	26241	117311
914	26272	117293
915	26298	117252
916	26317	117179
917	26344	117146
918	26372	117112
919	26399	117078
920	26429	117052
921	26456	117017
922	26482	116977
923	26518	116980
924	26546	116948
925	26574	116915
926	26599	116872
927	26630	116854
928	26658	116819
929	26686	116788
930	26717	116769
931	26745	116737
932	26778	116731
933	26808	116703
934	26834	116665
935	26861	116630
936	26891	116607
937	26921	116585
938	26948	116546
939	26974	116505
940	27005	116488
941	27031	116449
942	27060	116421
943	27093	116411
944	27122	116383
945	27148	116344
946	27178	116320
947	27210	116304
948	27241	116287
949	27268	116249
950	27298	116226
951	27325	116191
952	27352	116156
953	27383	116137
954	27411	116102
955	27444	116095
956	27473	116065
957	27500	116031
958	27529	116004
959	27560	115984
960	27587	115949
961	27623	115948
962	27654	115928
963	27688	115925
964	27716	115890
965	27744	115860
966	27779	115857
967	27811	115844
968	27838	115808
969	27871	115797
970	27896	115753
971	27925	115724
972	27952	115689
973	27979	115652
974	28004	115606
975	28021	115530
976	28053	115514
977	28080	115481
978	28107	115445
979	28133	115406
980	28160	115370
981	28188	115337
982	28220	115322
983	28250	115297
984	28278	115266
985	28308	115245
986	28337	115216
987	28364	115179
988	28391	115146
989	28419	115111
990	28445	115075
991	28474	115045
992	28504	115024
993	28532	114990
994	28560	114959
995	28593	114948
996	28622	114918
997	28651	114892
998	28679	114862
999	28708	114832
1000	28736	114802
1001	28766	114780
1002	28794	114749
1003	28823	114718
1004	28852	114691
1005	28877	114648
1006	28907	114625
1007	28940	114612
1008	28968	114581
1009	28994	114544
1010	29023	114516
1011	29057	114506
1012	29089	114490
1013	29116	114454
1014	29139	114403
1015	29166	114367
1016	29193	114332
1017	29222	114305
1018	29256	114298
1019	29287	114278
1020	29314	114244
1021	29343	114214
1022	29372	114187
1023	29401	114159
1024	29430	114134
1025	29457	114096
1026	29475	114026
1027	29499	113982
1028	29524	113938
1029	29553	113911
1030	29582	113881
1031	29608	113844
1032	29636	113810
1033	29664	113779
1034	29691	113746
1035	29720	113718
1036	29750	113694
1037	29778	113662
1038	29806	113630
1039	29846	113647
1040	29875	113618
1041	29903	113586
1042	29931	113557
1043	29961	113532
1044	29990	113503
1045	30018	113473
1046	30047	113447
1047	30075	113414
1048	30103	113381
1049	30131	113351
1050	30158	113315
1051	30187	113287
1052	30214	113255
1053	30242	113221
1054	30278	113219
1055	30306	113190
1056	30332	113149
1057	30357	113110
1058	30387	113084
1059	30416	113056
1060	30444	113027
1061	30473	112998
1062	30501	112966
1063	30529	112937
1064	30563	112925
1065	30590	112891
1066	30619	112864
1067	30646	112831
1068	30674	112798
1069	30703	112772
1070	30732	112742
1071	30763	112722
1072	30790	112689
1073	30821	112668
1074	30849	112637
1075	30876	112600
1076	30903	112567
1077	30933	112543
1078	30962	112515
1079	30990	112483
1080	31021	112461
1081	31049	112432
1082	31075	112394
1083	31102	112358
1084	31129	112324
1085	31156	112289
1086	31184	112260
1087	31212	112225
1088	31239	112191
1089	31270	112172
1090	31301	112153
1091	31331	112128
1092	31359	112097
1093	31386	112063
1094	31415	112033
1095	31443	112004
1096	31479	111999
1097	31506	111967
1098	31534	111935
1099	31562	111903
1100	31590	111871
1101	31619	111845
1102	31647	111814
1103	31677	111789
1104	31705	111757
1105	31734	111732
1106	31773	111736
1107	31802	111709
1108	31830	111679
1109	31859	111650
1110	31888	111623
1111	31917	111594
1112	31945	111564
1113	31973	111532
1114	32002	111505
1115	32030	111475
1116	32057	111442
1117	32084	111406
1118	32113	111378
1119	32140	111343
1120	32162	111291
1121	32193	111272
1122	32222	111244
1123	32251	111217
1124	32280	111186
1125	32308	111157
1126	32339	111137
1127	32367	111104
1128	32402	111097
1129	32431	111070
1130	32460	111042
1131	32487	111008
1132	32516	110980
1133	32546	110955
1134	32574	110926
1135	32604	110901
1136	32633	110874
1137	32662	110846
1138	32691	110818
1139	32720	110789
1140	32749	110763
1141	32777	110732
1142	32811	110721
1143	32839	110690
1144	32868	110660
1145	32895	110628
1146	32924	110598
1147	32952	110569
1148	32981	110542
1149	33010	110512
1150	33040	110487
1151	33067	110455
1152	33093	110418
1153	33113	110360
1154	33142	110330
1155	33169	110298
1156	33199	110271
1157	33226	110239
1158	33254	110207
1159	33282	110176
1160	33311	110148
1161	33341	110124
1162	33374	110109
1163	33401	110075
1164	33430	110046
1165	33457	110014
1166	33485	109983
1167	33514	109955
1168	33546	109935
1169	33574	109905
1170	33604	109881
1171	33630	109844
1172	33658	109813
1173	33685	109777
1174	33714	109752
1175	33744	109726
1176	33772	109695
1177	33799	109662
1178	33829	109636
1179	33856	109602
1180	33883	109570
1181	33914	109546
1182	33943	109520
1183	33974	109498
1184	34001	109464
1185	34027	109427
1186	34055	109397
1187	34082	109363
1188	34110	109331
1189	34139	109305
1190	34163	109261
1191	34189	109223
1192	34216	109189
1193	34245	109162
1194	34274	109133
1195	34302	109102
1196	34331	109073
1197	34358	109042
1198	34393	109033
1199	34422	109004
1200	34450	108972
1201	34478	108943
1202	34507	108916
1203	34536	108886
1204	34565	108858
1205	34593	108829
1206	34622	108800
1207	34650	108769
1208	34679	108743
1209	34707	108713
1210	34737	108686
1211	34763	108651
1212	34791	108620
1213	34818	108584
1214	34841	108538
1215	34872	108518
1216	34902	108492
1217	34930	108462
1218	34957	108429
1219	34988	108406
1220	35016	108375
1221	35044	108346
1222	35072	108315
1223	35098	108278
1224	35126	108245
1225	35152	108211
1226	35181	108183
1227	35209	108151
1228	35237	108122
1229	35263	108083
1230	35290	108049
1231	35319	108023
1232	35353	108010
1233	35381	107980
1234	35414	107963
1235	35443	107936
1236	35472	107907
1237	35499	107875
1238	35528	107846
1239	35556	107815
1240	35585	107788
1241	35617	107769
1242	35645	107740
1243	35674	107710
1244	35703	107684
1245	35732	107655
1246	35762	107630
1247	35790	107600
1248	35819	107572
1249	35848	107546
1250	35878	107519
1251	35909	107498
1252	35936	107465
1253	35965	107439
1254	35995	107412
1255	36024	107384
1256	36054	107360
1257	36079	107320
1258	36111	107301
1259	36141	107276
1260	36170	107249
1261	36197	107215
1262	36223	107180
1263	36252	107151
1264	36281	107123
1265	36309	107093
1266	36337	107063
1267	36364	107029
1268	36394	107003
1269	36423	106975
1270	36456	106959
1271	36485	106931
1272	36513	106901
1273	36539	106866
1274	36568	106835
1275	36607	106839
1276	36634	106805
1277	36660	106769
1278	36692	106749
1279	36719	106715
1280	36745	106680
1281	36772	106645
1282	36800	106614
1283	36827	106582
1284	36858	106559
1285	36886	106528
1286	36916	106505
1287	36944	106473
1288	36974	106448
1289	37010	106439
1290	37037	106407
1291	37072	106398
1292	37095	106352
1293	37123	106322
1294	37151	106291
1295	37179	106259
1296	37207	106230
1297	37237	106205
1298	37265	106174
1299	37294	106144
1300	37325	106122
1301	37352	106090
1302	37386	106076
1303	37417	106053
1304	37453	106046
1305	37485	106026
1306	37517	106008
1307	37547	105984
1308	37573	105947
1309	37603	105919
1310	37630	105886
1311	37658	105857
1312	37686	105827
1313	37713	105793
1314	37741	105762
1315	37768	105727
1316	37788	105674
1317	37816	105644
1318	37842	105609
1319	37871	105582
1320	37900	105552
1321	37927	105521
1322	37956	105492
1323	37985	105464
1324	38016	105440
1325	38044	105411
1326	38072	105381
1327	38100	105349
1328	38130	105324
1329	38157	105292
1330	38186	105264
1331	38214	105233
1332	38242	105203
1333	38270	105172
1334	38299	105144
1335	38329	105120
1336	38357	105088
1337	38385	105059
1338	38416	105036
1339	38444	105004
1340	38477	104987
1341	38507	104963
1342	38536	104934
1343	38564	104904
1344	38594	104879
1345	38621	104845
1346	38653	104826
1347	38681	104796
1348	38710	104768
1349	38738	104737
1350	38767	104708
1351	38795	104678
1352	38823	104647
1353	38849	104612
1354	38882	104595
1355	38910	104564
1356	38939	104537
1357	38969	104510
1358	38997	104481
1359	39026	104454
1360	39054	104423
1361	39081	104390
1362	39111	104363
1363	39140	104336
1364	39173	104318
1365	39201	104288
1366	39232	104265
1367	39258	104230
1368	39286	104198
1369	39313	104167
1370	39343	104140
1371	39371	104110
1372	39400	104081
1373	39428	104051
1374	39458	104025
1375	39486	103995
1376	39518	103977
1377	39547	103947
1378	39574	103916
1379	39602	103885
1380	39631	103855
1381	39659	103826
1382	39688	103798
1383	39716	103767
1384	39745	103739
1385	39776	103716
1386	39804	103686
1387	39834	103660
1388	39862	103631
1389	39897	103617
1390	39926	103589
1391	39953	103556
1392	39983	103533
1393	40014	103508
1394	40042	103477
1395	40068	103443
1396	40098	103418
1397	40127	103389
1398	40155	103360
1399	40184	103331
1400	40214	103304
1401	40244	103280
1402	40274	103254
1403	40303	103228
1404	40333	103200
1405	40361	103171
1406	40394	103153
1407	40427	103136
1408	40458	103114
1409	40492	103096
1410	40528	103088
1411	40561	103068
1412	40589	103040
1413	40620	103016
1414	40652	102994
1415	40680	102965
1416	40710	102940
1417	40741	102916
1418	40770	102887
1419	40797	102856
1420	40830	102837
1421	40861	102814
1422	40893	102794
1423	40924	102771
1424	40958	102755
1425	40990	102735
1426	41028	102728
1427	41057	102700
1428	41086	102671
1429	41116	102647
1430	41149	102628
1431	41178	102601
1432	41206	102570
1433	41239	102552
1434	41268	102525
1435	41298	102498
1436	41322	102456
1437	41357	102444
1438	41387	102419
1439	41416	102391
1440	41446	102364
1441	41475	102337
1442	41506	102313
1443	41536	102288
1444	41568	102266
1445	41597	102239
1446	41626	102210
1447	41654	102180
1448	41683	102151
1449	41712	102123
1450	41742	102097
1451	41772	102072
1452	41802	102047
1453	41831	102019
1454	41862	101995
1455	41894	101973
1456	41923	101944
1457	41950	101911
1458	41981	101890
1459	42012	101867
1460	42048	101854
1461	42078	101828
1462	42108	101803
1463	42136	101773
1464	42164	101741
1465	42192	101711
1466	42224	101689
1467	42252	101658
1468	42280	101628
1469	42309	101599
1470	42354	101609
1471	42399	101619
1472	42446	101635
1473	42492	101648
1474	42550	101687
1475	42588	101681
1476	42649	101729
1477	42680	101704
1478	42697	101647
1479	42728	101625
1480	42758	101599
1481	42787	101570
1482	42816	101541
1483	42845	101512
1484	42879	101496
1485	42906	101463
1486	42936	101435
1487	42965	101408
1488	42997	101385
1489	43026	101357
1490	43055	101328
1491	43082	101295
1492	43100	101242
1493	43129	101212
1494	43158	101185
1495	43188	101157
1496	43217	101130
1497	43245	101098
1498	43274	101070
1499	43303	101041
1500	43333	101014
1501	43398	101070
1502	43463	101126
1503	43498	101110
1504	43527	101081
1505	43555	101050
1506	43585	101023
1507	43613	100993
1508	43646	100973
1509	43673	100940
1510	43702	100911
1511	43730	100880
1512	43761	100857
1513	43793	100835
1514	43824	100811
1515	43852	100778
1516	43879	100746
1517	43911	100724
1518	43942	100699
1519	43970	100670
1520	44001	100644
1521	44030	100615
1522	44058	100584
1523	44084	100550
1524	44112	100518
1525	44143	100494
1526	44173	100468
1527	44200	100434
1528	44230	100408
1529	44259	100378
1530	44288	100350
1531	44317	100322
1532	44348	100297
1533	44376	100265
1534	44405	100238
1535	44435	100211
1536	44463	100179
1537	44493	100153
1538	44522	100124
1539	44551	100095
1540	44579	100065
1541	44612	100045
1542	44645	100025
1543	44675	99999
1544	44706	99975
1545	44733	99942
1546	44763	99914
1547	44792	99885
1548	44820	99855
1549	44849	99826
1550	44877	99794
1551	44904	99761
1552	44934	99735
1553	44967	99716
1554	44998	99692
1555	45026	99661
1556	45054	99629
1557	45082	99598
1558	45110	99567
1559	45140	99541
1560	45168	99510
1561	45197	99480
1562	45227	99454
1563	45257	99427
1564	45288	99403
1565	45317	99374
1566	45345	99342
1567	45375	99317
1568	45406	99292
1569	45435	99264
1570	45464	99234
1571	45491	99200
1572	45522	99176
1573	45551	99147
1574	45578	99115
1575	45607	99085
1576	45637	99058
1577	45669	99036
1578	45698	99008
1579	45726	98977
1580	45758	98955
1581	45791	98936
1582	45820	98905
1583	45846	98871
1584	45874	98839
1585	45901	98807
1586	45933	98783
1587	45962	98756
1588	45993	98730
1589	46022	98701
1590	46056	98683
1591	46082	98649
1592	46106	98609
1593	46131	98571
1594	46158	98539
1595	46193	98522
1596	46221	98492
1597	46251	98465
1598	46278	98432
1599	46307	98403
1600	46335	98373
1601	46364	98343
1602	46392	98311
1603	46422	98285
1604	46454	98263
1605	46483	98234
1606	46513	98207
1607	46540	98174
1608	46570	98148
1609	46599	98119
1610	46628	98089
1611	46656	98059
1612	46689	98039
1613	46719	98011
1614	46748	97982
1615	46778	97956
1616	46807	97928
1617	46844	97916
1618	46870	97881
1619	46895	97844
1620	46923	97812
1621	46954	97787
1622	46985	97764
1623	47016	97739
1624	47044	97707
1625	47071	97675
1626	47102	97650
1627	47131	97620
1628	47159	97589
1629	47187	97559
1630	47218	97534
1631	47246	97503
1632	47272	97469
1633	47301	97440
1634	47330	97410
1635	47358	97380
1636	47386	97350
1637	47416	97321
1638	47447	97298
1639	47474	97265
1640	47504	97238
1641	47533	97209
1642	47562	97180
1643	47595	97158
1644	47621	97124
1645	47648	97091
1646	47674	97056
1647	47704	97030
1648	47736	97006
1649	47762	96971
1650	47789	96940
1651	47818	96910
1652	47847	96882
1653	47875	96851
1654	47902	96818
1655	47936	96798
1656	47964	96768
1657	47993	96740
1658	48020	96707
1659	48048	96674
1660	48073	96639
1661	48102	96609
1662	48130	96579
1663	48162	96555
1664	48191	96527
1665	48218	96494
