iter	RMSE
773	0.09746398698
774	0.09745861943
775	0.09741854911
776	0.09741339875
777	0.09737938872
778	0.09734936236
779	0.09733256788
780	0.09732380435
781	0.09729659225
782	0.09725428101
783	0.09723616101
784	0.09719488166
785	0.09710925623
786	0.09709976061
787	0.09708441942
788	0.09704406997
789	0.09696789123
790	0.09691994146
791	0.09688093416
792	0.09683023364
793	0.09675516685
794	0.09672463372
795	0.09663937937
796	0.09658353209
797	0.09656434339
798	0.09649828159
799	0.09643496795
800	0.09643127506
801	0.09638628959
802	0.09634508821
803	0.09633497076
804	0.09631431133
805	0.0963108629
806	0.09627046508
807	0.09618878066
808	0.09617460984
809	0.09614016713
810	0.0960819169
811	0.09606376581
812	0.09605235382
813	0.09602570811
814	0.09598525734
815	0.09594959816
816	0.09593244685
817	0.0959321494
818	0.09591620819
819	0.09590565757
820	0.09586689515
821	0.09581547598
822	0.09579284567
823	0.09577089434
824	0.09572738049
825	0.09569088255
826	0.09566534085
827	0.09563219186
828	0.09559265303
829	0.09555387631
830	0.09553857069
831	0.09551303355
832	0.09547418584
833	0.09544610502
834	0.09541746755
835	0.09536089048
836	0.09531415304
837	0.09530326952
838	0.09527169887
839	0.09525754464
840	0.09523120944
841	0.09522806625
842	0.09515680188
843	0.09514012776
844	0.09513319531
845	0.09509074832
846	0.09503453421
847	0.09501861931
848	0.09500166861
849	0.09495470251
850	0.09488795164
851	0.0948422051
852	0.09482329649
853	0.09479796127
854	0.09477324018
855	0.09474959613
856	0.09473815311
857	0.09471460915
858	0.09468028501
859	0.09464861407
860	0.09461937054
861	0.09460634543
862	0.09457947271
863	0.0945403306
864	0.09452311929
865	0.09449537579
866	0.09447275717
867	0.09444027788
868	0.09436914639
869	0.09436370587
870	0.09433241691
871	0.09430323992
872	0.0942732409
873	0.09421989111
874	0.09421321774
875	0.09420495726
876	0.09417246862
877	0.09416607465
878	0.09412959955
879	0.09407644164
880	0.09403926179
881	0.09401980247
882	0.09400889626
883	0.0939917414
884	0.0939324127
885	0.09390532314
886	0.09384890531
887	0.09382765123
888	0.09380680134
889	0.09380221864
890	0.09377020451
891	0.09371791113
892	0.09363263547
893	0.09356325069
894	0.09354314863
895	0.09352952624
896	0.09349849303
897	0.09345322264
898	0.09344229745
899	0.09337834911
900	0.09334782785
901	0.09330335533
902	0.0932703865
903	0.09325089439
904	0.09321003837
905	0.09317977638
906	0.09314505012
907	0.09307458516
908	0.09304556986
909	0.09303775639
910	0.09301166317
911	0.09297301591
912	0.09296249358
913	0.09295074473
914	0.09291816288
915	0.09287866923
916	0.09283539139
917	0.09281028234
918	0.09279725739
919	0.09274601951
920	0.09272516828
921	0.09269192225
922	0.09263691945
923	0.09261254361
924	0.09257239806
925	0.09255008663
926	0.09252474228
927	0.09246929714
928	0.09246401506
929	0.09240059808
930	0.09239045039
931	0.09234321288
932	0.09233841579
933	0.09230708686
934	0.09227500256
935	0.09225640196
936	0.09219997766
937	0.09218279682
938	0.09214400713
939	0.09210481039
940	0.09209361005
941	0.09203015033
942	0.09200730271
943	0.09199277017
944	0.09197379791
945	0.09191912086
946	0.09185931895
947	0.09181940084
948	0.09178477218
949	0.0917740262
950	0.09173665789
951	0.09170820381
952	0.09169649453
953	0.09163951104
954	0.09162551875
955	0.09159528474
956	0.09156794918
957	0.09155668795
958	0.09154140386
959	0.09150100643
960	0.09147649423
961	0.09143796017
962	0.09142782822
963	0.09141724629
964	0.09139020691
965	0.0913660654
966	0.0913571188
967	0.09132971736
968	0.09129311019
969	0.09126327918
970	0.09123110838
971	0.09120103583
972	0.09117829069
973	0.09115075486
974	0.09113336544
975	0.09111846955
976	0.09108837021
977	0.09106474261
978	0.09105086958
979	0.0910395076
980	0.09102530139
981	0.09101589917
982	0.09099929044
983	0.09096931907
984	0.09096454062
985	0.09094204402
986	0.09091410993
987	0.09088466943
988	0.09084885075
989	0.09083783231
990	0.09081450821
991	0.09079046159
992	0.09076737073
993	0.09071957221
994	0.0906765079
995	0.09065465009
996	0.09061287273
997	0.09057838668
998	0.09055180181
999	0.09053172303
1000	0.09047017423
1001	0.09042724388
1002	0.09040343142
1003	0.09033935114
1004	0.09029038733
1005	0.09024259697
1006	0.09020732177
1007	0.09019368448
1008	0.09016314879
1009	0.09014529235
1010	0.09008562701
1011	0.09006923088
1012	0.09006039462
1013	0.0900217833
1014	0.08999352196
1015	0.08998014272
1016	0.08993903462
1017	0.08991251638
1018	0.08986681457
1019	0.08985733765
1020	0.08984854399
1021	0.08982033053
1022	0.08979374684
1023	0.08977733098
1024	0.08974448901
1025	0.08972896999
1026	0.08970841103
1027	0.08966454192
1028	0.08965123886
1029	0.08962015782
1030	0.08961672307
1031	0.08961112117
1032	0.08959426274
1033	0.08957791549
1034	0.08956590145
1035	0.08955207678
1036	0.08954604173
1037	0.0895204249
1038	0.08950275064
1039	0.08949665061
1040	0.08947491157
1041	0.08946302698
1042	0.08944343156
1043	0.08937759846
1044	0.08934001444
1045	0.08930166669
1046	0.08927640852
1047	0.08923090966
1048	0.08919137192
1049	0.08917395063
1050	0.08916669266
1051	0.08916123921
1052	0.08914032181
1053	0.08910935493
1054	0.08907033722
1055	0.08904059806
1056	0.08901187736
1057	0.08898301654
1058	0.08894695426
1059	0.08891775335
1060	0.08891252372
1061	0.08890087165
1062	0.08889546606
1063	0.08887029912
1064	0.08881716633
1065	0.08879659714
1066	0.08874125718
1067	0.08870889759
1068	0.08870154521
1069	0.0886425661
1070	0.08863202846
1071	0.08858096389
1072	0.08857330682
1073	0.08856052747
1074	0.08855134202
1075	0.08850674231
1076	0.0884955648
1077	0.08845741489
1078	0.08844167045
1079	0.08843698535
1080	0.08842693412
1081	0.08840377537
1082	0.08838373781
1083	0.08836140107
1084	0.08833685568
1085	0.08832456531
1086	0.08827308648
1087	0.08825232171
1088	0.0882317054
1089	0.08822214929
1090	0.08820245897
1091	0.08818097273
1092	0.08815817147
1093	0.08814620725
1094	0.08812074979
1095	0.08808744212
1096	0.08807177658
1097	0.08804624964
1098	0.08801171932
1099	0.08797625385
1100	0.08793362179
1101	0.08790481251
1102	0.08786937354
1103	0.08781303817
1104	0.08778569254
1105	0.0877819371
1106	0.08777010562
1107	0.08775215623
1108	0.08773509601
1109	0.08772444465
1110	0.08772120488
1111	0.08769036412
1112	0.08767022808
1113	0.08766307963
1114	0.08762610454
1115	0.08761973731
1116	0.08760416763
1117	0.0875721261
1118	0.0875400346
1119	0.08749733452
1120	0.08748178935
1121	0.08747644513
1122	0.08744701291
1123	0.08741361435
1124	0.0873886589
1125	0.08736826965
1126	0.0873416122
1127	0.08732608923
1128	0.08730800057
1129	0.0872755841
1130	0.08724279871
1131	0.08723242363
1132	0.08721953033
1133	0.08715339188
1134	0.08713610742
1135	0.08712537665
1136	0.08710115533
1137	0.08708998094
1138	0.08705756974
1139	0.08705006405
1140	0.08703930608
1141	0.0869981534
1142	0.08699052734
1143	0.08697170827
1144	0.08694067222
1145	0.08693271148
1146	0.08689983064
1147	0.08689265546
1148	0.08688510828
1149	0.08685481729
1150	0.08683175481
1151	0.08680817107
1152	0.08679546959
1153	0.08679372624
1154	0.08677180434
1155	0.08675148587
1156	0.08674260059
1157	0.08672284584
1158	0.08668477483
1159	0.08665712113
1160	0.08663215216
1161	0.0866001776
1162	0.0865548691
1163	0.08653267153
1164	0.08652871498
1165	0.08650246414
1166	0.08648877898
1167	0.08646498136
1168	0.08646284662
1169	0.08643787661
1170	0.08640774561
1171	0.08633994492
1172	0.08630477261
1173	0.08628570448
1174	0.08628140551
1175	0.08625275513
1176	0.08624898743
1177	0.08622480143
1178	0.0861894862
1179	0.086155447
1180	0.08614711393
1181	0.08612731783
1182	0.08612037353
1183	0.08609779666
1184	0.08607543142
1185	0.08605854308
1186	0.08603711302
1187	0.0860101175
1188	0.08599350171
1189	0.08595759731
1190	0.08593595142
1191	0.08592663219
1192	0.08590949606
1193	0.08586560564
1194	0.08583829992
1195	0.08580334166
1196	0.08579030121
1197	0.0857684398
1198	0.08574511457
1199	0.0857320526
1200	0.08570276523
1201	0.08568756676
1202	0.08565137702
1203	0.08563805625
1204	0.08561219043
1205	0.0856082929
1206	0.08560204841
1207	0.08559310131
1208	0.08555213742
1209	0.08548710056
1210	0.08543931921
1211	0.08540180123
1212	0.08536684454
1213	0.08533497006
1214	0.0853304889
1215	0.08530660506
1216	0.08528130785
1217	0.08524506651
1218	0.08516997943
1219	0.08511938738
1220	0.08509167744
1221	0.08508311675
1222	0.08506388097
1223	0.08502764342
1224	0.08499263073
1225	0.08495861744
1226	0.08495542368
1227	0.08494828593
1228	0.08492591904
1229	0.08490285965
1230	0.0848825689
1231	0.08486682185
1232	0.08485123086
1233	0.08484491855
1234	0.08483080572
1235	0.08482597964
1236	0.08481582463
1237	0.0847941679
1238	0.08475882063
1239	0.08471752437
1240	0.08468510705
1241	0.08467914829
1242	0.0846744694
1243	0.08463968292
1244	0.08463617867
1245	0.08462376728
1246	0.08458601975
1247	0.08456631356
1248	0.08453762907
1249	0.08450424305
1250	0.08448763511
1251	0.08446858659
1252	0.08445998113
1253	0.08444691236
1254	0.08442346117
1255	0.08439687635
1256	0.08437021411
1257	0.0843371375
1258	0.08429811307
1259	0.08427990487
1260	0.08425531465
1261	0.08424674856
1262	0.08421939728
1263	0.08420503152
1264	0.0841930818
1265	0.08418830146
1266	0.08414301813
1267	0.08412152403
1268	0.08409846763
1269	0.08408169592
1270	0.08407035559
1271	0.08403283361
1272	0.08402789942
1273	0.084008407
1274	0.08399004072
1275	0.08395688634
1276	0.08390310453
1277	0.0838543246
1278	0.08382108709
1279	0.08378271396
1280	0.08374793664
1281	0.08372741064
1282	0.08369134504
1283	0.08367119361
1284	0.08364234894
1285	0.08361340453
1286	0.08357829138
1287	0.08355261481
1288	0.08351743031
1289	0.0835065808
1290	0.08344430795
1291	0.08343257633
1292	0.08340601089
1293	0.08338353246
1294	0.08336473895
1295	0.08334266271
1296	0.08331993813
1297	0.08330052587
1298	0.08328369546
1299	0.08325450129
1300	0.08321635648
1301	0.08317909552
1302	0.08315020542
1303	0.08312288562
1304	0.08310770463
1305	0.08310518177
1306	0.08307080367
1307	0.08305677369
1308	0.08304265577
1309	0.08303432094
1310	0.08302107009
1311	0.08299468302
1312	0.08298380455
1313	0.08294858629
1314	0.08294215542
1315	0.08292271844
1316	0.08290710886
1317	0.08290226416
1318	0.0828696151
1319	0.08284457483
1320	0.08284314112
1321	0.08282585775
1322	0.08281653202
1323	0.08281344817
1324	0.08277961902
1325	0.08276824149
1326	0.08275248805
1327	0.08273643243
1328	0.08272741217
1329	0.08272503601
1330	0.0827139354
1331	0.08268690916
1332	0.082651056
1333	0.08261414116
1334	0.08258639612
1335	0.08257757624
1336	0.08256722266
1337	0.08255289294
1338	0.08253920924
1339	0.08250119838
1340	0.08246576384
1341	0.08243599924
1342	0.08242590312
1343	0.08240054376
1344	0.08238986134
1345	0.0823695109
1346	0.08236109401
1347	0.0823382632
1348	0.08232816625
1349	0.08231871686
1350	0.08230019205
1351	0.08229311789
1352	0.08225505062
1353	0.08224059661
1354	0.08221238605
1355	0.08219727297
1356	0.08218796821
1357	0.08217653514
1358	0.08215681316
1359	0.08214942056
1360	0.08214277611
1361	0.08211193882
1362	0.08208744809
1363	0.08207096914
1364	0.08204972828
1365	0.08203599217
1366	0.08202286516
1367	0.08198022994
1368	0.08197225072
1369	0.08196848205
1370	0.08195402342
1371	0.08192797214
1372	0.08188858655
1373	0.08185655056
1374	0.08183740581
1375	0.08182179669
1376	0.08181191905
1377	0.0818095234
1378	0.08179033935
1379	0.08178453575
1380	0.08177107918
1381	0.08175993427
1382	0.08173382399
1383	0.08172687617
1384	0.08171214596
1385	0.08170434923
1386	0.0816911828
1387	0.08164813533
1388	0.08161319052
1389	0.08159200247
1390	0.08158760358
1391	0.081566784
1392	0.08155662461
1393	0.08154289802
1394	0.0814994395
1395	0.08147837238
1396	0.08144912669
1397	0.08143606736
1398	0.08143112524
1399	0.08141936676
1400	0.08139764178
1401	0.08138017419
1402	0.08135776748
1403	0.08135426145
1404	0.08134441995
1405	0.08132569903
1406	0.08129601114
1407	0.08127254355
1408	0.08125649128
1409	0.08123353466
1410	0.08121635104
1411	0.081213133
1412	0.08118422226
1413	0.08117459783
1414	0.08115363845
1415	0.08113085892
1416	0.08110964531
1417	0.08110418499
1418	0.08107995966
1419	0.08106410807
1420	0.08104229672
1421	0.08101736202
1422	0.08098270094
1423	0.08092322773
1424	0.08090128556
1425	0.08086981924
1426	0.08086838135
1427	0.08086035568
1428	0.0808365575
1429	0.08081218573
1430	0.08078854433
1431	0.08077071278
1432	0.08075226721
1433	0.08074957751
1434	0.0807205884
1435	0.08071539213
1436	0.08070868527
1437	0.08067853204
1438	0.08065479328
1439	0.08063689847
1440	0.08059881572
1441	0.08058227429
1442	0.08056325674
1443	0.08055739624
1444	0.0805373873
1445	0.0805344918
1446	0.08052760545
1447	0.08049831551
1448	0.08049332431
1449	0.08048543812
1450	0.08047786666
1451	0.08046379633
1452	0.08045389018
1453	0.08043445508
1454	0.08042117364
1455	0.08040774359
1456	0.08038657076
1457	0.08037841903
1458	0.08034227725
1459	0.0803124339
1460	0.08029379939
1461	0.08026756408
1462	0.08026633803
1463	0.08025436043
1464	0.08024433465
1465	0.08022237497
1466	0.08021745152
1467	0.08019162953
1468	0.08017732862
1469	0.08017037494
1470	0.0801234525
1471	0.08011160281
1472	0.08008718457
1473	0.08005996609
1474	0.08003991543
1475	0.08002740063
1476	0.08000664576
1477	0.07998562414
1478	0.07996267551
1479	0.07994980528
1480	0.07991365877
1481	0.07989696425
1482	0.07987162316
1483	0.07986303676
1484	0.07984231023
1485	0.0798223602
1486	0.07981840274
1487	0.07978653549
1488	0.07977445065
1489	0.07976157516
1490	0.07975594624
1491	0.07973919335
1492	0.07971353294
1493	0.07970525554
1494	0.07966889086
1495	0.07965894874
1496	0.07964228221
1497	0.07963294817
1498	0.07961227733
1499	0.07958676689
1500	0.07956213583
1501	0.07953306908
1502	0.07950616689
1503	0.07949225846
1504	0.07946272233
