iter	RMSE
1505	0.07942703164
1506	0.07942023912
1507	0.0793933319
1508	0.07937128927
1509	0.07936431771
1510	0.07933548576
1511	0.07932092699
1512	0.07930874555
1513	0.0792545122
1514	0.07924982379
1515	0.07921671904
1516	0.07919368678
1517	0.07914021606
1518	0.07913549264
1519	0.07912675867
1520	0.07909603159
1521	0.07909387989
1522	0.07906433845
1523	0.07906139952
1524	0.07904898947
1525	0.07899672361
1526	0.07898075349
1527	0.0789730301
1528	0.07895460968
1529	0.07894280181
1530	0.07894125538
1531	0.07890065879
1532	0.07885878027
1533	0.07882815877
1534	0.0788048248
1535	0.07879161108
1536	0.07878174194
1537	0.07874699138
1538	0.07874007662
1539	0.07870219065
1540	0.07868704503
1541	0.0786786266
1542	0.07864777182
1543	0.0786428566
1544	0.07863527156
1545	0.0786214972
1546	0.07861140709
1547	0.07859038798
1548	0.0785838728
1549	0.07857997962
1550	0.07855726878
1551	0.07855077152
1552	0.0785372403
1553	0.07849512417
1554	0.07848654626
1555	0.0784631616
1556	0.07844900789
1557	0.07843271688
1558	0.07840922965
1559	0.07839796385
1560	0.07837186696
1561	0.0783658591
1562	0.07836256981
1563	0.07833114559
1564	0.07831550868
1565	0.07829597943
1566	0.0782737077
1567	0.07825891291
1568	0.07823419588
1569	0.07821772615
1570	0.07821208892
1571	0.07820508576
1572	0.07816921068
1573	0.07814128134
1574	0.07812656157
1575	0.07811253891
1576	0.07811120821
1577	0.07810803724
1578	0.07809438969
1579	0.07807978997
1580	0.07806353346
1581	0.07804024416
1582	0.07802250093
1583	0.07800774359
1584	0.07800185645
1585	0.07799097519
1586	0.07797601802
1587	0.0779704125
1588	0.07793266827
1589	0.07790628968
1590	0.0778845256
1591	0.07788225285
1592	0.07787601946
1593	0.07786816043
1594	0.07785166317
1595	0.07783791792
1596	0.07782868481
1597	0.07782141041
1598	0.07779230589
1599	0.07777502112
1600	0.07776164683
1601	0.07774464196
1602	0.07773791011
1603	0.07772224233
1604	0.07770369389
1605	0.07769955918
1606	0.0776849329
1607	0.07767375418
1608	0.07763045549
1609	0.07761779435
1610	0.07760527407
1611	0.07756867708
1612	0.07753152047
1613	0.07750098822
1614	0.07749642571
1615	0.07746095405
1616	0.07745173868
1617	0.07744965614
1618	0.07744209586
1619	0.07743799914
1620	0.07741001235
1621	0.0773910218
1622	0.07738590806
1623	0.07736870905
1624	0.07736599869
1625	0.07733768722
1626	0.07733416423
1627	0.07732547897
1628	0.07729764448
1629	0.07729198853
1630	0.07725258568
1631	0.07722063761
1632	0.07721930085
1633	0.07721629913
1634	0.07720069821
1635	0.07718766461
1636	0.07715149766
1637	0.077131983
1638	0.0771176377
1639	0.07710758197
1640	0.07708255762
1641	0.07707664491
1642	0.07706287962
1643	0.07703436487
1644	0.07702419614
1645	0.07701685936
1646	0.07699368587
1647	0.0769675045
1648	0.07694180413
1649	0.07693208634
1650	0.07691067045
1651	0.07689719128
1652	0.0768916237
1653	0.07686741411
1654	0.07685330977
1655	0.07682753582
1656	0.07681693408
1657	0.07680992765
1658	0.07678282474
1659	0.07674243028
1660	0.07672998672
1661	0.076716075
1662	0.07670713229
1663	0.07667850274
1664	0.07664526527
1665	0.07660931842
1666	0.07659668914
1667	0.0765788268
1668	0.07656469039
1669	0.07654452418
1670	0.07651923644
1671	0.07649392994
1672	0.07647365966
1673	0.0764608957
1674	0.07644662322
1675	0.07642135025
1676	0.07639198186
1677	0.07636953695
1678	0.07636615525
1679	0.07636216536
1680	0.07635877023
1681	0.07635122565
1682	0.07633772871
1683	0.07632126493
1684	0.07631428892
1685	0.07627824473
1686	0.07627258683
1687	0.07626489638
1688	0.07625462078
1689	0.07621915769
1690	0.07621404957
1691	0.07619596288
1692	0.07618526359
1693	0.07617296994
1694	0.07616880585
1695	0.07615742825
1696	0.07612620485
1697	0.07609636399
1698	0.07606185895
1699	0.0760495504
1700	0.07601851323
1701	0.07601177167
1702	0.07599965608
1703	0.07597118783
1704	0.07595688768
1705	0.07594475872
1706	0.07591693226
1707	0.0759053689
1708	0.07589312532
1709	0.075862589
1710	0.07584426234
1711	0.07583762333
1712	0.07580596776
1713	0.07578783565
1714	0.07576977123
1715	0.07572205573
1716	0.07571569757
1717	0.07568552908
1718	0.07567885619
1719	0.07567459345
1720	0.07566695034
1721	0.07566205767
1722	0.07564144925
1723	0.07561653908
1724	0.07559566585
1725	0.07555886195
1726	0.0755365222
1727	0.07552072086
1728	0.07551694166
1729	0.07550944043
1730	0.07550375681
1731	0.07550310751
1732	0.07549588904
1733	0.07548708487
1734	0.07546336953
1735	0.07542179335
1736	0.07540717
1737	0.07535449452
1738	0.07534333962
1739	0.07532573169
1740	0.07529680563
1741	0.07528770321
1742	0.07525600664
1743	0.07524248485
1744	0.07524040696
1745	0.07523387864
1746	0.07521278732
1747	0.07518541587
1748	0.07516202062
1749	0.07515279496
1750	0.07514610513
1751	0.07514427177
1752	0.07514210294
1753	0.07513505133
1754	0.07512964764
1755	0.07512102799
1756	0.07508796995
1757	0.07505022336
1758	0.07504374337
1759	0.07503882993
1760	0.07501603722
1761	0.07500588669
1762	0.07500346817
1763	0.07499137652
1764	0.07498952455
1765	0.07498276559
1766	0.07497643674
1767	0.0749489536
1768	0.07493823
1769	0.07492942893
1770	0.0749226266
1771	0.07491144384
1772	0.07489408094
1773	0.07484272696
1774	0.07482829298
1775	0.07480798203
1776	0.07479166186
1777	0.07478195008
1778	0.07477495146
1779	0.07472938494
1780	0.07472763688
1781	0.07472392127
1782	0.07471470976
1783	0.07470560813
1784	0.07468328313
1785	0.07467795894
1786	0.074649148
1787	0.07463591055
1788	0.07461313997
1789	0.07459365997
1790	0.07458276744
1791	0.07457866746
1792	0.07457696839
1793	0.07457205028
1794	0.07455797949
1795	0.07452869859
1796	0.07451937708
1797	0.07447181093
1798	0.07446999265
1799	0.07446533734
1800	0.0744455983
1801	0.07443478117
1802	0.07442034686
1803	0.07440659198
1804	0.07438230888
1805	0.07435842916
1806	0.07432414191
1807	0.07431678103
1808	0.07430010151
1809	0.07426583058
1810	0.07425112143
1811	0.07423214744
1812	0.07420781141
1813	0.07420307659
1814	0.07419215787
1815	0.07418041121
1816	0.0741713057
1817	0.07416222425
1818	0.0741340489
1819	0.07413041189
1820	0.07411309358
1821	0.07410574662
1822	0.0740980874
1823	0.07407985754
1824	0.07405686007
1825	0.07404080978
1826	0.07402810683
1827	0.07402244176
1828	0.0740141371
1829	0.07399744314
1830	0.07398649526
1831	0.07398336931
1832	0.07393336792
1833	0.07390606269
1834	0.07390010914
1835	0.07385994473
1836	0.0738478127
1837	0.07384263295
1838	0.07382335993
1839	0.07379486267
1840	0.07379085279
1841	0.07375682242
1842	0.07373209149
1843	0.07370510846
1844	0.073685289
1845	0.0736696499
1846	0.0736485922
1847	0.07364502961
1848	0.07361620287
1849	0.07360635122
1850	0.07358311507
1851	0.07357283537
1852	0.07354703782
1853	0.07352257587
1854	0.07351435048
1855	0.07350755683
1856	0.07349663314
1857	0.07349446079
1858	0.0734898674
1859	0.07347025503
1860	0.07346107136
1861	0.07345771843
1862	0.0734415125
1863	0.07343171691
1864	0.07340617194
1865	0.07340064246
1866	0.07339279939
1867	0.07336587731
1868	0.07334988641
1869	0.07334013743
1870	0.07333071777
1871	0.07332605439
1872	0.07331200486
1873	0.07328310859
1874	0.07326849095
1875	0.07325978209
1876	0.07324568391
1877	0.07321508878
1878	0.0731982353
1879	0.07318686155
1880	0.07318110346
1881	0.07316508164
1882	0.07314024111
1883	0.07312056858
1884	0.07309996239
1885	0.07308503013
1886	0.07307960186
1887	0.07307198203
1888	0.07306416773
1889	0.07305569308
1890	0.07303863283
1891	0.07302018793
1892	0.07299691235
1893	0.07298852416
1894	0.07296373816
1895	0.07295157227
1896	0.07294942754
1897	0.07293654793
1898	0.07292199699
1899	0.07290980819
1900	0.07290626635
1901	0.07290108056
1902	0.0728917491
1903	0.0728719048
1904	0.07285755795
1905	0.07284339351
1906	0.07283258858
1907	0.07282809629
1908	0.07279739314
1909	0.07278731806
1910	0.07274625189
1911	0.07274008725
1912	0.07273277637
1913	0.07272451822
1914	0.07270096681
1915	0.07268191687
1916	0.07267790537
1917	0.07267301217
1918	0.07266396842
1919	0.07265649017
1920	0.07264577426
1921	0.07264004823
1922	0.07263419998
1923	0.07262722176
1924	0.07261146422
1925	0.07259441612
1926	0.07258167097
1927	0.07254435255
1928	0.07254249703
1929	0.07253236817
1930	0.07251758581
1931	0.07247941443
1932	0.07243900507
1933	0.07241946586
1934	0.0724122179
1935	0.07239666632
1936	0.07237706801
1937	0.07236775004
1938	0.07235973963
1939	0.07234654779
1940	0.07233399295
1941	0.0723245851
1942	0.0723140368
1943	0.07230666959
1944	0.07228585411
1945	0.07228100832
1946	0.07226027094
1947	0.07225264307
1948	0.0722394349
1949	0.07223634788
1950	0.07223443155
1951	0.07222596502
1952	0.07221707416
1953	0.07217629423
1954	0.07215552099
1955	0.07213996706
1956	0.07213568109
1957	0.072127998
1958	0.07207847092
1959	0.07205713383
1960	0.07205464115
1961	0.07203334572
1962	0.07202718716
1963	0.07200051983
1964	0.07198146923
1965	0.07196450635
1966	0.07195993666
1967	0.07193363034
1968	0.07192485521
1969	0.07188792047
1970	0.0718591427
1971	0.0718543064
1972	0.07184788113
1973	0.07183113268
1974	0.07181259233
1975	0.07179100688
1976	0.07177108736
1977	0.07173451953
1978	0.07172611685
1979	0.07169624793
1980	0.07168554515
1981	0.07167211068
1982	0.07166163558
1983	0.07165388588
1984	0.0716430371
1985	0.07161537936
1986	0.07161165209
1987	0.07159203674
1988	0.07157455216
1989	0.07157047495
1990	0.07156026931
1991	0.07153594476
1992	0.07152042615
1993	0.07151908234
1994	0.07150849886
1995	0.07149000046
1996	0.07148848325
1997	0.07147742288
1998	0.07147383874
1999	0.07147131261
2000	0.07146318257
2001	0.07143801487
2002	0.07142728622
2003	0.07141329379
2004	0.07138693623
2005	0.07136354482
2006	0.07133931829
2007	0.0713338099
2008	0.07132482703
2009	0.07131159959
2010	0.07130652481
2011	0.0713041889
2012	0.07129606452
2013	0.07128848854
2014	0.07127807553
2015	0.07125885539
2016	0.07121827769
2017	0.07121583146
2018	0.07119719961
2019	0.07119143072
2020	0.07115268846
2021	0.07113932172
2022	0.0711301124
2023	0.07111807693
2024	0.07108087907
2025	0.07106528552
2026	0.0710503282
2027	0.07104855355
2028	0.07103872561
2029	0.07103455151
2030	0.07100284183
2031	0.07099351971
2032	0.07098180926
2033	0.07096855232
2034	0.07095497303
2035	0.07094581905
2036	0.07092776775
2037	0.07092041101
2038	0.07090796106
2039	0.0708834673
2040	0.07087748286
2041	0.07085428244
2042	0.07084164184
2043	0.07083319737
2044	0.07081657554
2045	0.07081295927
2046	0.07079034981
2047	0.07078575929
2048	0.0707682369
2049	0.07076434774
2050	0.07075223874
2051	0.07073486237
2052	0.07071468382
2053	0.07070092907
2054	0.07067477264
2055	0.07066046036
2056	0.07065522252
2057	0.07064581264
2058	0.07059656406
2059	0.07058294696
2060	0.07055608589
2061	0.07053260263
2062	0.07051306298
2063	0.07050913104
2064	0.07049582261
2065	0.07048705252
2066	0.07047546461
2067	0.07047276552
2068	0.07045626599
2069	0.07042575404
2070	0.07041374291
2071	0.07041064151
2072	0.07040101594
2073	0.07039910027
2074	0.07036911893
2075	0.07034563015
2076	0.07032599419
2077	0.07032326098
2078	0.0703206247
2079	0.07031919934
2080	0.07030515541
2081	0.07028852937
2082	0.07024241214
2083	0.07022710129
2084	0.0702087252
2085	0.07019168787
2086	0.07018512344
2087	0.07015490437
2088	0.0701489002
2089	0.07012551262
2090	0.07010334769
2091	0.0700838986
2092	0.07006011983
2093	0.07005705841
2094	0.07002988427
2095	0.07000318846
2096	0.0699964414
2097	0.06998153454
2098	0.06996025874
2099	0.06994157564
2100	0.06991942905
2101	0.06990509919
2102	0.06989334386
2103	0.06988932727
2104	0.06985292205
2105	0.06982290865
2106	0.06981582889
2107	0.06979416393
2108	0.06978449289
2109	0.06976926867
2110	0.06976243443
2111	0.06973338527
2112	0.06972562006
2113	0.06972412337
2114	0.06970711858
2115	0.06968875718
2116	0.06967921151
2117	0.06967673851
2118	0.06966297707
2119	0.06962666264
2120	0.06961705819
2121	0.06960485373
2122	0.06958498719
2123	0.06954745617
2124	0.06952348194
2125	0.06950592654
2126	0.06949849279
2127	0.06949703989
2128	0.06947948055
2129	0.06942637459
2130	0.06941815003
2131	0.06940713627
2132	0.06939810624
2133	0.06938198877
2134	0.06937491972
2135	0.06935886814
2136	0.0693414035
2137	0.06930394224
2138	0.06927800289
2139	0.06926659302
2140	0.06925458689
2141	0.06924438996
2142	0.06923228712
2143	0.06920927761
2144	0.06920225664
2145	0.0691799696
2146	0.06917689061
2147	0.06915913839
2148	0.06914542911
2149	0.06911860662
2150	0.06908247805
2151	0.06907991276
2152	0.06906792669
2153	0.06905697995
2154	0.06904207856
2155	0.06902585749
2156	0.06900612457
2157	0.06899078541
2158	0.06898589367
2159	0.06897550611
2160	0.06895781264
2161	0.06894906459
2162	0.06892295756
2163	0.06891623104
2164	0.06890719869
2165	0.06890061287
2166	0.0688912002
2167	0.06888097931
2168	0.0688746531
2169	0.06886051873
2170	0.06884916492
2171	0.06883840804
2172	0.0688254052
2173	0.06881245063
2174	0.06879958814
2175	0.06879695991
2176	0.06878570128
2177	0.06878091521
2178	0.06876771286
2179	0.06872003401
2180	0.06870974451
2181	0.06870229237
2182	0.06869027074
2183	0.06868014959
2184	0.06867631138
2185	0.0686725911
2186	0.06866782964
2187	0.06865071548
2188	0.0686437283
2189	0.06862983037
2190	0.06860514009
2191	0.06858426358
2192	0.06857958467
2193	0.06853588195
2194	0.06852460768
2195	0.06850462568
2196	0.06849414167
2197	0.06847835136
2198	0.06846395929
2199	0.06845247734
2200	0.06844244415
2201	0.06842721072
2202	0.06841783829
2203	0.06840479631
2204	0.06839413884
2205	0.0683894399
2206	0.06837205835
2207	0.06836721482
2208	0.06835910133
2209	0.06834489035
2210	0.06832186785
2211	0.06831444966
2212	0.06828928819
2213	0.06828516895
2214	0.06828313227
2215	0.06827388629
2216	0.06825826717
2217	0.06824369316
2218	0.06824061412
2219	0.06823254231
2220	0.06821487127
2221	0.06820586307
2222	0.06819099512
2223	0.06817375455
2224	0.06816245189
2225	0.06815924201
2226	0.06815602129
2227	0.06813297996
2228	0.06811307357
2229	0.06808979739
2230	0.06807759826
2231	0.06806633362
2232	0.06805730909
2233	0.06804576375
2234	0.06803556991
2235	0.06801688636
2236	0.06798137843
2237	0.06796562269
2238	0.06794478506
2239	0.06793682561
2240	0.06790706764
2241	0.06788961425
2242	0.06787764018
2243	0.06785741347
2244	0.06784319291
2245	0.06782752802
2246	0.06779201678
2247	0.06777975227
2248	0.06777508146
2249	0.06775978065
2250	0.06775525882
2251	0.06775121912
2252	0.06774133223
2253	0.06770729315
2254	0.06768798672
2255	0.06768535453
2256	0.06768208123
2257	0.06768002818
2258	0.06767203447
2259	0.06766576905
2260	0.06765946304
2261	0.06765108333
2262	0.06764035851
2263	0.06762671917
2264	0.06760726809
2265	0.06758494779
2266	0.0675776743
2267	0.06756856016
2268	0.06755494048
2269	0.06754847491
2270	0.06753967185
2271	0.06753703974
2272	0.06753058063
2273	0.06752411638
2274	0.06749378485
2275	0.06749124001
2276	0.06747461027
2277	0.06746881062
2278	0.06745928199
2279	0.06745565413
2280	0.06744150847
2281	0.06743569532
2282	0.06740702194
2283	0.0673996928
2284	0.06739799565
2285	0.06738210359
2286	0.06737184208
2287	0.06736272313
2288	0.06736083977
2289	0.06734490546
2290	0.06733314417
2291	0.06732133787
2292	0.06730681429
2293	0.06729613127
2294	0.06728653293
2295	0.06727358547
2296	0.06727083801
2297	0.06726328239
2298	0.06725918309
2299	0.06725355817
2300	0.06723714272
2301	0.06721683198
2302	0.06720123433
2303	0.06718293257
2304	0.06717545707
2305	0.06716539461
2306	0.06714508024
2307	0.06711848477
2308	0.06709297908
2309	0.06708086995
2310	0.0670708814
2311	0.06706887243
2312	0.06704805621
2313	0.06701868494
2314	0.06701715677
2315	0.0670055298
2316	0.06699421095
2317	0.06698254212
2318	0.06696129802
2319	0.06693642659
2320	0.06691834359
2321	0.06689640367
2322	0.06688840988
2323	0.06687056923
2324	0.06686587638
2325	0.06686322884
2326	0.06686115231
2327	0.06685922252
2328	0.06683767569
2329	0.06681670729
2330	0.06679950834
2331	0.06679189745
2332	0.06678707577
2333	0.06678184022
2334	0.06676605009
2335	0.0667569335
2336	0.06675384874
2337	0.066749709
2338	0.06673703434
2339	0.06671988374
2340	0.06670605422
2341	0.06668293568
2342	0.0666713308
2343	0.06665956083
2344	0.0666436797
2345	0.06660706346
2346	0.06660153154
2347	0.06655933139
2348	0.06655695305
2349	0.0665560006
2350	0.06653665655
2351	0.06653061219
2352	0.06652355434
2353	0.06651117639
2354	0.06650699639
2355	0.06650202626
2356	0.06647703877
2357	0.06646874768
2358	0.06643989241
2359	0.0664320443
2360	0.0664207608
2361	0.06641058997
2362	0.06640712595
2363	0.06637160844
2364	0.06636208465
2365	0.0663596016
2366	0.06635376325
2367	0.06633806219
2368	0.06628982511
2369	0.06625570927
2370	0.06624631989
2371	0.0662365522
2372	0.06622846098
2373	0.06622334846
2374	0.06620799493
2375	0.06618515791
2376	0.06617702198
2377	0.06615006099
2378	0.06613943666
2379	0.06613371934
2380	0.06613113244
2381	0.06612263925
2382	0.06610698197
2383	0.06607889665
2384	0.06606375851
2385	0.06606004423
2386	0.06604454078
2387	0.06604261704
2388	0.06600194568
2389	0.06596666171
2390	0.06594411461
2391	0.06592634778
2392	0.06589493332
2393	0.06587542234
2394	0.06583923474
2395	0.0658332031
2396	0.06583094159
2397	0.06581411585
2398	0.06580451898
2399	0.06578378848
2400	0.06577867772
2401	0.06576346707
2402	0.06575301881
2403	0.06574026568
2404	0.06573413542
2405	0.06571125272
2406	0.0656993178
2407	0.06569269656
2408	0.06568339347
2409	0.06567056384
2410	0.0656555572
2411	0.06563968235
2412	0.06561975414
2413	0.06561829815
2414	0.06560165503
2415	0.06559271211
2416	0.06558810043
2417	0.06556963074
2418	0.06556458802
2419	0.0655589663
2420	0.06554195669
2421	0.06553846296
2422	0.06552463659
2423	0.06551633309
2424	0.06550123283
2425	0.0654632263
2426	0.06544355233
2427	0.06542796449
2428	0.06542623
2429	0.0654204184
2430	0.06540852237
2431	0.06540228377
2432	0.06538565293
2433	0.06537486959
2434	0.06537180506
2435	0.06533924401
2436	0.06531376812
2437	0.06529235588
2438	0.0652726219
2439	0.06525440207
2440	0.06524681418
2441	0.06523077865
2442	0.06522473516
2443	0.06518175295
2444	0.06517358323
2445	0.06516941483
2446	0.06516485335
2447	0.06514940179
2448	0.06513547482
2449	0.06513441379
2450	0.06510861367
2451	0.06509599843
2452	0.06509368303
2453	0.06508432737
2454	0.06507863697
2455	0.06507343666
2456	0.06504783203
2457	0.06503824308
2458	0.06502884493
2459	0.0650146304
2460	0.06501000905
2461	0.06500616172
2462	0.0650017022
2463	0.06499777434
2464	0.06499254343
2465	0.06498845784
2466	0.06496220338
2467	0.06495171377
2468	0.06493137371
2469	0.06492672003
2470	0.06491393577
2471	0.06490872167
2472	0.06487096477
2473	0.0648668026
2474	0.06486299365
2475	0.06483445922
2476	0.06483027811
2477	0.06482345068
2478	0.06480798625
2479	0.06480630951
2480	0.06480255098
2481	0.0647930778
2482	0.06477539974
2483	0.06476830756
2484	0.06476710024
2485	0.06475870081
2486	0.06474563934
2487	0.06473293212
2488	0.06471969761
2489	0.06471753211
2490	0.06469714302
2491	0.06468304954
2492	0.06466444501
2493	0.06466115142
2494	0.0646423959
2495	0.0646418841
2496	0.06463830527
2497	0.06461322233
2498	0.06460221433
2499	0.06459348182
2500	0.06458419889
2501	0.06457188317
2502	0.06456651108
2503	0.06453248485
2504	0.06449908569
2505	0.06446074097
2506	0.06445684618
2507	0.06444895458
2508	0.06443065136
2509	0.06442782791
2510	0.06440870898
2511	0.06439086268
2512	0.06438554867
2513	0.06437183029
2514	0.06436212617
2515	0.06434295925
2516	0.06431310326
2517	0.06429513723
2518	0.06429434818
2519	0.06427739209
2520	0.06426315667
2521	0.06421189498
2522	0.06420982363
2523	0.06420458004
2524	0.0641836809
2525	0.06418056294
2526	0.06413422591
2527	0.06410802786
2528	0.06407730156
2529	0.06407321473
2530	0.06406348844
2531	0.06405798866
2532	0.06405182666
2533	0.06403639219
2534	0.06402701568
2535	0.06402251262
2536	0.06401033553
2537	0.0639928838
2538	0.06398139295
2539	0.06397666282
2540	0.06396448306
2541	0.06395717018
2542	0.0639489123
2543	0.06394069455
2544	0.06392994716
2545	0.06391661576
2546	0.0638805754
2547	0.06384765687
2548	0.06383796648
2549	0.06382790493
2550	0.06381930118
2551	0.06380991113
2552	0.06380859761
2553	0.06379451042
2554	0.06378510993
2555	0.06376053036
2556	0.06374228532
2557	0.06373134034
2558	0.06369406812
2559	0.06369342805
2560	0.06368539908
2561	0.06367686942
2562	0.06362500584
2563	0.06362168374
2564	0.0636189182
2565	0.06361673921
2566	0.06359967948
2567	0.06358635222
2568	0.06358302894
2569	0.06356735605
2570	0.0635491237
2571	0.06353334084
2572	0.0635260929
2573	0.06352054671
2574	0.06351394481
2575	0.06349206125
2576	0.06347852591
2577	0.06347512195
2578	0.06346454373
2579	0.06344906925
2580	0.06342690367
2581	0.06341870626
2582	0.06341641379
2583	0.06340578704
2584	0.06339286215
2585	0.06339241417
2586	0.06337759962
2587	0.06336172021
2588	0.06335141445
2589	0.06331797919
2590	0.06331144749
2591	0.06330510018
2592	0.06330402623
2593	0.06329326563
2594	0.06325524408
2595	0.06323616422
2596	0.06320533525
2597	0.06318706628
2598	0.0631794981
2599	0.06316173365
2600	0.06312891951
2601	0.06312503998
2602	0.06310857627
2603	0.06309485011
2604	0.06304529512
2605	0.06303649259
2606	0.0630143082
2607	0.06299148729
2608	0.06298512715
2609	0.06297502012
2610	0.06297405958
2611	0.06296659414
2612	0.06294814633
2613	0.06294046794
2614	0.06292782918
2615	0.06291291288
2616	0.06289510583
2617	0.06289238051
2618	0.0628749349
2619	0.06286824757
2620	0.06286347569
2621	0.06285157764
2622	0.06282764177
2623	0.06282146716
2624	0.0628115264
2625	0.06278685504
2626	0.06278258248
2627	0.06277097883
2628	0.06276446233
2629	0.0627536327
2630	0.06274372509
2631	0.06273927103
2632	0.06273372447
2633	0.06271091846
2634	0.06268244285
2635	0.06268000929
2636	0.06266902966
2637	0.06266541124
2638	0.06265490653
2639	0.0626460117
2640	0.06263838174
2641	0.06262969789
2642	0.06262296164
2643	0.06261455601
2644	0.06260067514
2645	0.06258909992
2646	0.06257377007
2647	0.06257102299
2648	0.06255935427
2649	0.06255404526
2650	0.06252269767
2651	0.06250805938
2652	0.06249991837
2653	0.06248273197
2654	0.06247511575
2655	0.06247469256
2656	0.06246515498
2657	0.06246338676
2658	0.06244405066
2659	0.06242602861
2660	0.06242014614
2661	0.06241592584
2662	0.06239402601
2663	0.06238375238
2664	0.06237175368
2665	0.06236454481
2666	0.06235321565
2667	0.06234570007
2668	0.06233986975
2669	0.06231935441
2670	0.06230372757
2671	0.06229893827
2672	0.06228329321
2673	0.06227780163
2674	0.06227640514
2675	0.06226944694
2676	0.06226076662
2677	0.06225077318
2678	0.06220846371
2679	0.06219021433
2680	0.06218741329
2681	0.06217868085
2682	0.06217166821
2683	0.06216694239
2684	0.062159426
2685	0.06215181744
2686	0.06214943024
2687	0.06213905327
2688	0.06211426117
2689	0.06210699818
2690	0.06209644313
2691	0.0620867477
2692	0.06206423842
2693	0.06205835967
2694	0.06204684979
2695	0.06203089191
2696	0.06202071624
2697	0.06197283917
2698	0.0619593408
2699	0.06194879819
2700	0.06194395396
2701	0.06192662476
2702	0.06192211671
2703	0.06190338955
2704	0.06188830859
2705	0.06187627866
2706	0.06186830622
2707	0.06184797033
2708	0.0618418388
2709	0.06183089894
2710	0.06182846013
2711	0.06181941265
2712	0.06180477247
2713	0.06176251155
2714	0.06175093627
2715	0.06174849702
2716	0.06174779875
2717	0.06172980129
2718	0.06169701388
2719	0.06168934744
2720	0.06164440248
2721	0.0616388283
2722	0.06163255917
2723	0.06163104033
2724	0.06161576908
2725	0.06159998779
2726	0.06158153808
2727	0.06155771191
2728	0.06154945389
2729	0.06153374175
2730	0.06151952518
2731	0.061489385
2732	0.06147328494
2733	0.06145747359
2734	0.06144544177
2735	0.06144228634
2736	0.06143722303
2737	0.06142705907
2738	0.0614257821
2739	0.06140828707
2740	0.06139146371
2741	0.06138285297
2742	0.06137419619
2743	0.06136128587
2744	0.06135267235
2745	0.06134081235
2746	0.0613255211
2747	0.06130480657
2748	0.06128768728
2749	0.0612640114
2750	0.06125754982
2751	0.06125103254
2752	0.06124774146
2753	0.06123797372
2754	0.06122933784
2755	0.06122595327
2756	0.06119757464
2757	0.06118548724
2758	0.06117710054
2759	0.06116328024
2760	0.061146432
2761	0.06113216234
2762	0.06112554136
2763	0.06111691611
2764	0.06110255819
2765	0.0610924656
2766	0.06109034368
2767	0.06108523896
2768	0.06108006509
2769	0.0610743853
2770	0.06106985465
2771	0.06102625704
2772	0.06102353363
2773	0.06101220799
2774	0.06100401155
2775	0.0609953296
2776	0.06097134153
2777	0.06096788641
2778	0.0609659526
2779	0.06095751973
2780	0.06094851245
2781	0.06094213101
2782	0.0609113456
2783	0.06088857083
2784	0.06087986052
2785	0.06087245832
2786	0.06086149759
2787	0.06084745905
2788	0.06084541522
2789	0.0608425203
2790	0.06083849403
2791	0.0608207788
2792	0.06080754068
2793	0.06078468022
2794	0.06077042144
2795	0.06073711734
2796	0.06073283672
2797	0.06072249625
2798	0.06068870851
2799	0.06068477095
2800	0.06064264613
2801	0.06063612497
2802	0.06063329328
2803	0.06061681297
2804	0.06061004997
2805	0.0605812994
2806	0.06056040977
2807	0.06053842623
2808	0.0605320741
2809	0.06053076374
2810	0.06052479646
2811	0.06051687731
2812	0.06050988216
2813	0.06049215248
2814	0.06048232011
2815	0.06047156364
2816	0.06044866844
2817	0.0604308779
2818	0.06042418037
2819	0.06041045481
2820	0.06038998772
2821	0.06034242323
2822	0.06032908806
2823	0.0602904485
2824	0.06027876184
2825	0.06027075405
2826	0.06026285623
2827	0.06024806721
2828	0.0602392765
2829	0.06022216436
2830	0.0602180065
2831	0.06020990816
2832	0.0601939913
2833	0.06018648498
2834	0.06017123912
2835	0.06016618029
2836	0.06016238421
2837	0.06016099716
2838	0.06015420135
2839	0.06011927063
2840	0.06011396941
2841	0.06010894778
2842	0.06010185414
2843	0.06009023914
2844	0.06008157822
2845	0.06007198007
2846	0.06006617023
2847	0.06002820165
2848	0.0600212056
2849	0.06001427545
2850	0.05999708786
2851	0.05999070277
2852	0.05997977042
2853	0.05996961258
2854	0.05991364369
2855	0.05990557118
2856	0.05989030173
2857	0.05987721298
2858	0.05987449945
2859	0.05986307595
2860	0.05985950572
2861	0.05984798819
2862	0.05982960064
2863	0.05981078425
2864	0.05980621742
2865	0.05976594432
2866	0.05975966465
2867	0.05975093524
2868	0.05973342413
2869	0.059725612
2870	0.05969469608
2871	0.05965771657
2872	0.05965354723
2873	0.05964687174
2874	0.059638505
2875	0.05961625604
2876	0.05959862433
2877	0.05959683121
2878	0.05959067358
2879	0.05958542687
2880	0.05957511871
2881	0.0595726628
2882	0.0595690749
2883	0.05955600273
2884	0.05955459468
2885	0.05955101168
2886	0.0595449777
2887	0.05954336507
2888	0.05953700383
2889	0.05953416195
2890	0.05952455137
2891	0.05951399551
2892	0.0595059082
2893	0.05950097856
2894	0.05948869459
2895	0.05948206102
2896	0.05946878501
2897	0.05945582806
2898	0.05944219213
2899	0.05943437666
2900	0.05941531554
2901	0.05940288169
2902	0.05939110044
2903	0.0593782447
2904	0.0593729208
