iter	Passed	Remaining
111	76211	1965156
112	76873	1964022
113	77566	1963659
114	78224	1962423
115	78881	1961167
116	79579	1960913
117	80260	1960251
118	80917	1959013
119	81624	1958979
120	82292	1958011
121	82948	1956768
122	83657	1956759
123	84359	1956593
124	85023	1955550
125	85702	1954832
126	86374	1953976
127	87055	1953312
128	87734	1952612
129	88388	1951339
130	89032	1949875
131	89758	1950208
132	90409	1948906
133	91028	1946926
134	91703	1946158
135	92338	1944549
136	92959	1942650
137	93624	1941690
138	94254	1940019
139	94906	1938794
140	95576	1937961
141	96211	1936427
142	96837	1934715
143	97500	1933752
144	98143	1932410
145	98770	1930751
146	99396	1929095
147	100067	1928321
148	100690	1926635
149	101314	1924978
150	101986	1924226
151	102605	1922504
152	103227	1920850
153	103911	1920346
154	104556	1919110
155	105187	1917652
156	105873	1917190
157	106501	1915673
158	107124	1914096
159	107800	1913467
160	108441	1912213
161	109069	1910740
162	109745	1910105
163	110388	1908918
164	111005	1907282
165	111671	1906483
166	112299	1905053
167	112926	1903612
168	113600	1902982
169	114250	1901936
170	114903	1900940
171	115576	1900293
172	116195	1898753
173	116823	1897368
174	117469	1896292
175	118085	1894730
176	118751	1893993
177	119393	1892860
178	120013	1891387
179	120693	1890865
180	121324	1889573
181	121958	1888343
182	122623	1887595
183	123246	1886209
184	123874	1884900
185	124531	1884044
186	125184	1883118
187	125808	1881772
188	126462	1880881
189	127138	1880312
190	127763	1878995
191	128401	1877865
192	129054	1876977
193	129709	1876111
194	130336	1874842
195	130971	1873699
196	131645	1873103
197	132273	1871868
198	132901	1870641
199	133561	1869861
200	134190	1868651
201	134844	1867795
202	135500	1866970
203	136124	1865701
204	136772	1864779
205	137419	1863829
206	138044	1862603
207	138714	1861968
208	139346	1860846
209	139968	1859583
210	140630	1858859
211	141272	1857867
212	141885	1856504
213	142550	1855821
214	143189	1854800
215	143817	1853650
216	144479	1852934
217	145163	1852501
218	145788	1851312
219	146436	1850425
220	147091	1849625
221	147722	1848523
222	148360	1847520
223	149013	1846700
224	149647	1845656
225	150274	1844513
226	150956	1844062
227	151592	1843039
228	152216	1841889
229	152896	1841406
230	153522	1840281
231	154141	1839065
232	154821	1838591
233	155483	1837900
234	156130	1837029
235	156880	1837366
236	157675	1838211
237	158329	1837417
238	159031	1837176
239	159776	1837431
240	160557	1838083
241	161272	1837967
242	161999	1837990
243	162696	1837672
244	163394	1837355
245	164046	1836526
246	164681	1835496
247	165346	1834807
248	165980	1833783
249	166681	1833493
250	167336	1832701
251	168024	1832264
252	168654	1831203
253	169280	1830099
254	169957	1829539
255	170602	1828640
256	171243	1827705
257	171896	1826901
258	172575	1826371
259	173234	1825622
260	173951	1825486
261	174679	1825468
262	175375	1825103
263	176005	1824055
264	176698	1823659
265	177380	1823147
266	178039	1822408
267	178673	1821401
268	179292	1820247
269	179972	1819726
270	180654	1819213
271	181325	1818584
272	181995	1817955
273	182656	1817234
274	183292	1816258
275	183911	1815129
276	184572	1814405
277	185239	1813750
278	185933	1813355
279	186606	1812748
280	187253	1811895
281	187901	1811048
282	188553	1810247
283	189203	1809423
284	189889	1808943
285	190548	1808209
286	191236	1807749
287	191864	1806724
288	192515	1805916
289	193152	1804980
290	193801	1804148
291	194431	1803149
292	195084	1802363
293	195802	1802182
294	196518	1801975
295	197175	1801222
296	197827	1800428
297	198498	1799810
298	199161	1799118
299	199820	1798380
300	200497	1797819
301	201132	1796868
302	201790	1796131
303	202444	1795361
304	203092	1794534
305	203824	1794456
306	204596	1794717
307	205310	1794470
308	206106	1794926
309	206819	1794661
310	207552	1794560
311	208253	1794184
312	208990	1794117
313	209724	1794013
314	210469	1794003
315	211124	1793218
316	211822	1792808
317	212480	1792050
318	213169	1791560
319	213803	1790601
320	214430	1789592
321	215071	1788696
322	215765	1788248
323	216471	1787892
324	217103	1786927
325	217790	1786416
326	218423	1785458
327	219053	1784481
328	219665	1783361
329	220301	1782442
330	220940	1781541
331	221583	1780677
332	222234	1779879
333	222881	1779045
334	223557	1778452
335	224222	1777765
336	224867	1776918
337	225527	1776195
338	226228	1775790
339	226905	1775201
340	227565	1774477
341	228203	1773583
342	228908	1773209
343	229560	1772419
344	230196	1771509
345	230872	1770912
346	231515	1770059
347	232156	1769192
348	232826	1768543
349	233491	1767866
350	234134	1767017
351	234808	1766401
352	235444	1765498
353	236096	1764720
354	236799	1764322
355	237448	1763519
356	238100	1762747
357	238795	1762282
358	239483	1761768
359	240130	1760958
360	240779	1760155
361	241436	1759415
362	242085	1758619
363	242741	1757876
364	243393	1757097
365	244032	1756236
366	244723	1755740
367	245395	1755112
368	246057	1754410
369	246736	1753828
370	247383	1753019
371	248029	1752209
372	248721	1751718
373	249364	1750884
374	249997	1749980
375	250683	1749448
376	251331	1748654
377	252023	1748165
378	252661	1747298
379	253298	1746426
380	253924	1745481
381	254598	1744864
382	255243	1744054
383	255891	1743260
384	256595	1742849
385	257255	1742139
386	257889	1741253
387	258557	1740597
388	259194	1739733
389	259852	1739012
390	260530	1738421
391	261175	1737619
392	261832	1736889
393	262477	1736083
394	263130	1735329
395	263778	1734541
396	264416	1733694
397	265067	1732926
398	265713	1732132
399	266345	1731246
400	267065	1730929
401	267738	1730310
402	268386	1729527
403	269012	1728602
404	269637	1727675
405	270272	1726813
406	270900	1725908
407	271528	1725007
408	272169	1724182
409	272781	1723182
410	273436	1722447
411	274110	1721838
412	274782	1721218
413	275476	1720729
414	276127	1719977
415	276810	1719421
416	277437	1718517
417	278059	1717581
418	278739	1717006
419	279405	1716348
420	280076	1715717
421	280718	1714908
422	281382	1714237
423	282034	1713492
424	282670	1712647
425	283291	1711721
426	283988	1711249
427	284672	1710693
428	285304	1709829
429	285941	1708997
430	286602	1708307
431	287255	1707576
432	287893	1706748
433	288590	1706277
434	289229	1705457
435	289921	1704951
436	290591	1704317
437	291269	1703727
438	291914	1702942
439	292585	1702318
440	293224	1701499
441	293879	1700779
442	294533	1700047
443	295182	1699294
444	295824	1698500
445	296477	1697764
446	297119	1696970
447	297793	1696356
448	298460	1695705
449	299091	1694849
450	299719	1693979
451	300360	1693180
452	300996	1692355
453	301667	1691732
454	302316	1690978
455	302989	1690362
456	303666	1689767
457	304300	1688935
458	304965	1688273
459	305703	1688015
460	306370	1687363
461	307035	1686702
462	307728	1686192
463	308377	1685439
464	309081	1684991
465	309772	1684471
466	310462	1683940
467	311131	1683299
468	311833	1682835
469	312497	1682165
470	313121	1681284
471	313794	1680664
472	314417	1679775
473	315055	1678967
474	315750	1678461
475	316370	1677560
476	317003	1676729
477	317670	1676078
478	318297	1675213
479	319019	1674853
480	319635	1673932
481	320258	1673053
482	320888	1672208
483	321539	1671472
484	322163	1670598
485	322836	1669981
486	323482	1669224
487	324168	1668672
488	324815	1667918
489	325442	1667063
490	326071	1666220
491	326692	1665336
492	327327	1664521
493	327999	1663897
494	328681	1663326
495	329341	1662642
496	329974	1661821
497	330660	1661272
498	331298	1660476
499	331922	1659610
500	332563	1658837
501	333188	1657975
502	333873	1657418
503	334554	1656840
504	335185	1656017
505	335874	1655473
506	336507	1654662
507	337125	1653772
508	337761	1652973
509	338397	1652177
510	339051	1651467
511	339742	1650935
512	340418	1650331
513	341070	1649612
514	341701	1648794
515	342322	1647922
516	342954	1647111
517	343633	1646521
518	344298	1645864
519	344931	1645057
520	345596	1644404
521	346234	1643617
522	346891	1642926
523	347543	1642207
524	348192	1641480
525	348844	1640765
526	349510	1640112
527	350159	1639381
528	350830	1638757
529	351486	1638060
530	352128	1637298
531	352758	1636482
532	353408	1635756
533	354099	1635222
534	354735	1634434
535	355386	1633718
536	356073	1633163
537	356707	1632366
538	357348	1631605
539	358022	1630991
540	358658	1630203
541	359338	1629621
542	360022	1629051
543	360677	1628352
544	361348	1627724
545	362017	1627090
546	362731	1626657
547	363421	1626113
548	364093	1625486
549	364758	1624831
550	365413	1624134
551	366067	1623427
552	366721	1622727
553	367419	1622217
554	368138	1621797
555	368841	1621311
556	369552	1620857
557	370296	1620544
558	371177	1620828
559	371870	1620292
560	372531	1619615
561	373186	1618911
562	373914	1618523
563	374541	1617699
564	375190	1616969
565	375876	1616402
566	376549	1615776
567	377177	1614958
568	377798	1614111
569	378453	1613409
570	379141	1612844
571	379797	1612148
572	380457	1611467
573	381099	1610708
574	381716	1609849
575	382343	1609030
576	382967	1608196
577	383650	1607615
578	384331	1607025
579	384962	1606222
580	385595	1605429
581	386218	1604598
582	386834	1603737
583	387464	1602934
584	388082	1602082
585	388709	1601272
586	389343	1600485
587	389975	1599694
588	390618	1598949
589	391258	1598189
590	391901	1597447
591	392540	1596686
592	393184	1595945
593	393879	1595409
594	394559	1594816
595	395234	1594202
596	395924	1593645
597	396601	1593037
598	397277	1592424
599	397909	1591636
600	398557	1590912
601	399196	1590153
602	399845	1589436
603	400513	1588792
604	401203	1588236
605	401844	1587484
606	402497	1586780
607	403158	1586110
608	403849	1585556
609	404505	1584867
610	405143	1584103
611	405810	1583458
612	406440	1582663
613	407072	1581882
614	407752	1581282
615	408384	1580501
616	408998	1579648
617	409617	1578817
618	410272	1578125
619	410898	1577320
620	411526	1576523
621	412150	1575712
622	412782	1574932
623	413416	1574162
624	414045	1573374
625	414686	1572630
626	415325	1571879
627	415957	1571100
628	416601	1570367
629	417239	1569615
630	417886	1568895
631	418540	1568201
632	419181	1567461
633	419870	1566899
634	420588	1566442
635	421272	1565861
636	421948	1565248
637	422635	1564678
638	423309	1564057
639	423937	1563267
640	424556	1562446
641	425188	1561674
642	425815	1560882
643	426455	1560138
644	427136	1559546
645	427817	1558951
646	428448	1558175
647	429083	1557412
648	429702	1556594
649	430361	1555922
650	431065	1555409
651	431726	1554744
652	432388	1554084
653	433025	1553328
654	433638	1552491
655	434274	1551738
656	434894	1550925
657	435523	1550145
658	436144	1549340
659	436761	1548519
660	437419	1547843
661	438085	1547196
662	438762	1546588
663	439449	1546015
664	440116	1545372
665	440775	1544700
666	441406	1543931
667	442026	1543123
668	442658	1542355
669	443280	1541557
670	443917	1540811
671	444554	1540063
672	445181	1539281
673	445859	1538678
674	446541	1538088
675	447206	1537437
676	447885	1536837
677	448505	1536032
678	449134	1535260
679	449761	1534481
680	450399	1533739
681	451113	1533257
682	451756	1532532
683	452375	1531727
684	453004	1530958
685	453626	1530161
686	454257	1529399
687	454886	1528629
688	455542	1527952
689	456230	1527380
690	456916	1526803
691	457537	1526007
692	458170	1525252
693	458790	1524454
694	459421	1523692
695	460079	1523022
696	460736	1522346
697	461416	1521747
698	462128	1521255
699	462828	1520720
700	463511	1520133
701	464147	1519388
702	464772	1518610
703	465408	1517867
704	466053	1517152
705	466716	1516497
706	467366	1515800
707	468011	1515088
708	468716	1514568
709	469434	1514090
710	470130	1513542
711	470848	1513063
712	471520	1512437
713	472177	1511760
714	472884	1511245
715	473527	1510525
716	474153	1509753
717	474792	1509018
718	475427	1508276
719	476108	1507678
720	476779	1507046
721	477411	1506291
722	478056	1505580
723	478685	1504816
724	479314	1504055
725	479994	1503453
726	480674	1502852
727	481342	1502210
728	481994	1501521
729	482625	1500768
730	483258	1500018
731	483954	1499466
732	484577	1498686
733	485208	1497933
734	485878	1497300
735	486532	1496617
736	487179	1495911
737	487849	1495277
738	488498	1494581
739	489131	1493833
740	489807	1493219
741	490450	1492503
742	491085	1491764
743	491779	1491203
744	492408	1490443
745	493043	1489706
746	493718	1489085
747	494351	1488342
748	495007	1487666
749	495640	1486920
750	496254	1486121
751	496929	1485502
752	497568	1484774
753	498186	1483986
754	498869	1483394
755	499497	1482634
756	500119	1481859
757	500808	1481281
758	501454	1480579
759	502089	1479842
760	502755	1479199
761	503383	1478442
762	504014	1477693
763	504665	1477006
764	505306	1476286
765	505927	1475512
766	506569	1474797
767	507213	1474090
768	507865	1473404
769	508484	1472624
770	509109	1471862
771	509776	1471219
772	510416	1470499
773	511042	1469741
774	511731	1469165
775	512376	1468459
776	512988	1467663
777	513654	1467018
778	514283	1466270
779	514918	1465536
780	515585	1464895
781	516212	1464143
782	516868	1463469
783	517497	1462721
784	518115	1461944
785	518803	1461363
786	519445	1460650
787	520063	1459873
788	520733	1459242
789	521373	1458526
790	522016	1457819
791	522688	1457192
792	523327	1456472
793	523962	1455744
794	524623	1455086
795	525260	1454364
796	525888	1453615
797	526528	1452901
798	527188	1452241
799	527808	1451473
800	528441	1450740
801	529109	1450102
802	529740	1449363
803	530362	1448601
804	530988	1447850
805	531665	1447237
806	532373	1446710
807	533001	1445965
808	533621	1445196
809	534252	1444460
810	534932	1443856
811	535557	1443104
812	536190	1442372
813	536864	1441750
814	537512	1441059
815	538141	1440319
816	538806	1439675
817	539425	1438906
818	540045	1438143
819	540718	1437519
820	541358	1436809
821	541987	1436069
822	542683	1435506
823	543326	1434803
824	543938	1434020
825	544594	1433351
826	545253	1432691
827	545885	1431961
828	546532	1431268
829	547169	1430552
830	547789	1429789
831	548413	1429038
832	549076	1428390
833	549730	1427717
834	550347	1426948
835	550968	1426190
836	551628	1425534
837	552326	1424977
838	552963	1424260
839	553623	1423603
840	554248	1422857
841	554887	1422145
842	555526	1421436
843	556152	1420692
844	556823	1420065
845	557457	1419342
846	558081	1418595
847	558741	1417938
848	559362	1417182
849	559977	1416412
850	560617	1415706
851	561250	1414982
852	561877	1414244
853	562537	1413589
854	563212	1412971
855	563825	1412198
856	564466	1411495
857	565110	1410799
858	565768	1410141
859	566394	1409399
860	567013	1408643
861	567675	1407993
862	568301	1407254
863	568929	1406519
864	569585	1405854
865	570207	1405107
866	570865	1404448
867	571511	1403759
868	572149	1403050
869	572840	1402472
870	573483	1401775
871	574103	1401024
872	574776	1400400
873	575416	1399696
874	576038	1398950
875	576673	1398234
876	577285	1397466
877	577968	1396866
878	578594	1396130
879	579208	1395365
880	579895	1394777
881	580521	1394041
882	581138	1393285
883	581818	1392679
884	582451	1391960
885	583089	1391254
886	583763	1390632
887	584396	1389916
888	585026	1389192
889	585689	1388543
890	586330	1387846
891	586952	1387103
892	587592	1386403
893	588262	1385773
894	588889	1385041
895	589519	1384317
896	590182	1383673
897	590796	1382911
898	591423	1382180
899	592102	1381571
900	592730	1380843
901	593375	1380157
902	594056	1379553
903	594680	1378817
904	595306	1378084
905	595985	1377475
906	596650	1376834
907	597280	1376112
908	597901	1375371
909	598551	1374695
910	599233	1374092
911	599853	1373349
912	600504	1372674
913	601158	1372009
914	601826	1371374
915	602479	1370706
916	603116	1370001
917	603787	1369373
918	604423	1368667
919	605045	1367928
920	605710	1367288
921	606330	1366546
922	606966	1365839
923	607626	1365185
924	608281	1364522
925	608914	1363809
926	609555	1363115
927	610200	1362430
928	610852	1361760
929	611480	1361037
930	612114	1360328
931	612815	1359767
932	613476	1359116
933	614098	1358380
934	614771	1357757
935	615405	1357047
936	616031	1356320
937	616687	1355661
938	617339	1354992
939	617976	1354288
940	618624	1353611
941	619264	1352915
942	619877	1352162
943	620531	1351496
944	621186	1350833
945	621857	1350206
946	622513	1349545
947	623168	1348884
948	623869	1348321
949	624526	1347662
950	625143	1346918
951	625782	1346221
952	626412	1345504
953	627035	1344773
954	627701	1344136
955	628337	1343432
956	628987	1342759
957	629634	1342079
958	630261	1341360
959	630915	1340696
960	631580	1340054
961	632236	1339395
962	632893	1338737
963	633571	1338125
964	634210	1337427
965	634885	1336808
966	635536	1336137
967	636202	1335500
968	636887	1334900
969	637569	1334295
970	638196	1333574
971	638872	1332956
972	639546	1332333
973	640233	1331739
974	640873	1331044
975	641532	1330391
976	642184	1329723
977	642815	1329010
978	643470	1328350
979	644111	1327657
980	644786	1327037
981	645468	1326432
982	646096	1325713
983	646714	1324975
984	647356	1324288
985	647988	1323579
986	648649	1322929
987	649340	1322340
988	649998	1321685
989	650637	1320992
990	651276	1320296
991	651906	1319585
992	652579	1318960
993	653225	1318279
994	653928	1317714
995	654614	1317115
996	655249	1316413
997	655874	1315692
998	656511	1314993
999	657126	1314253
1000	657758	1313546
1001	658390	1312838
1002	659063	1312213
1003	659741	1311598
1004	660371	1310886
1005	660999	1310172
1006	661652	1309507
1007	662293	1308817
1008	662927	1308114
1009	663555	1307400
1010	664195	1306710
1011	664831	1306012
1012	665455	1305291
1013	666084	1304579
1014	666732	1303904
1015	667390	1303250
1016	668053	1302605
1017	668750	1302026
1018	669405	1301366
1019	670055	1300695
1020	670725	1300064
1021	671375	1299394
1022	672074	1298818
1023	672765	1298226
1024	673492	1297704
1025	674223	1297190
1026	674860	1296493
1027	675511	1295825
1028	676140	1295113
1029	676778	1294421
1030	677420	1293735
1031	678046	1293019
1032	678684	1292326
1033	679336	1291658
1034	679980	1290977
1035	680652	1290349
1036	681352	1289774
1037	682007	1289112
1038	682693	1288510
1039	683382	1287913
1040	684045	1287267
1041	684750	1286700
1042	685491	1286201
1043	686158	1285561
1044	686825	1284922
1045	687485	1284270
1046	688139	1283606
1047	688829	1283009
1048	689473	1282328
1049	690130	1281671
1050	690813	1281061
1051	691441	1280349
1052	692121	1279733
1053	692801	1279118
1054	693462	1278469
1055	694154	1277875
1056	694834	1277260
1057	695466	1276555
1058	696089	1275835
1059	696707	1275105
1060	697333	1274392
1061	698008	1273767
1062	698701	1273175
1063	699350	1272502
1064	699990	1271813
1065	700621	1271108
1066	701253	1270406
1067	701922	1269770
1068	702590	1269131
1069	703273	1268521
1070	703916	1267838
1071	704581	1267195
1072	705214	1266494
1073	705908	1265902
1074	706548	1265214
1075	707163	1264482
1076	707795	1263779
1077	708419	1263063
1078	709087	1262425
1079	709725	1261733
1080	710359	1261035
1081	710989	1260330
1082	711617	1259622
1083	712245	1258914
1084	712886	1258227
1085	713525	1257539
1086	714184	1256885
1087	714841	1256228
1088	715526	1255620
1089	716298	1255164
1090	716990	1254569
1091	717648	1253913
1092	718280	1253212
1093	718965	1252604
1094	719649	1251993
1095	720332	1251381
1096	720995	1250732
1097	721644	1250062
1098	722322	1249439
1099	722961	1248752
1100	723583	1248034
1101	724252	1247397
1102	724980	1246861
1103	725640	1246209
1104	726281	1245523
1105	726976	1244931
1106	727631	1244269
1107	728322	1243669
1108	728985	1243022
1109	729660	1242394
1110	730331	1241761
1111	731054	1241215
1112	731769	1240655
1113	732441	1240022
1114	733096	1239360
1115	733758	1238710
1116	734427	1238072
1117	735146	1237517
1118	735816	1236882
1119	736468	1236214
1120	737139	1235580
1121	737834	1234985
1122	738516	1234368
1123	739153	1233675
1124	739812	1233020
1125	740442	1232316
1126	741133	1231715
1127	741759	1231004
1128	742400	1230319
1129	743056	1229659
1130	743713	1229000
1131	744373	1228347
1132	745035	1227698
1133	745689	1227033
1134	746332	1226353
1135	747003	1225716
1136	747660	1225058
1137	748330	1224421
1138	748973	1223740
1139	749651	1223115
1140	750322	1222480
1141	750962	1221793
1142	751612	1221124
1143	752285	1220491
1144	752958	1219858
1145	753644	1219247
1146	754285	1218562
1147	754966	1217943
1148	755656	1217337
1149	756286	1216634
1150	756957	1215998
1151	757608	1215329
1152	758237	1214626
1153	758902	1213981
1154	759556	1213318
1155	760186	1212615
1156	760858	1211980
1157	761502	1211301
1158	762126	1210591
1159	762783	1209932
1160	763416	1209235
1161	764047	1208535
1162	764730	1207919
1163	765425	1207320
1164	766051	1206613
1165	766683	1205914
1166	767304	1205200
1167	767931	1204494
1168	768558	1203789
1169	769179	1203075
1170	769807	1202372
1171	770437	1201672
1172	771065	1200969
1173	771732	1200327
1174	772366	1199633
1175	773047	1199012
1176	773724	1198385
1177	774402	1197759
1178	775103	1197170
1179	775750	1196495
1180	776381	1195798
1181	777032	1195130
1182	777676	1194452
1183	778317	1193770
1184	779000	1193152
1185	779653	1192488
1186	780284	1191790
1187	780973	1191181
1188	781641	1190541
1189	782278	1189852
1190	782909	1189154
1191	783561	1188489
1192	784202	1187806
1193	784858	1187148
1194	785526	1186506
1195	786164	1185820
1196	786834	1185181
1197	787487	1184518
1198	788139	1183852
1199	788794	1183192
1200	789461	1182549
1201	790116	1181888
1202	790827	1181311
1203	791478	1180644
1204	792126	1179972
1205	792797	1179336
1206	793496	1178740
1207	794159	1178090
1208	794797	1177405
1209	795460	1176755
1210	796126	1176110
1211	796806	1175486
1212	797465	1174832
1213	798153	1174218
1214	798834	1173595
1215	799475	1172914
1216	800112	1172226
1217	800736	1171521
1218	801370	1170828
1219	801997	1170127
1220	802620	1169419
1221	803264	1168743
1222	803907	1168065
1223	804534	1167363
1224	805188	1166701
1225	805845	1166043
1226	806490	1165368
1227	807127	1164682
1228	807785	1164026
1229	808471	1163409
1230	809151	1162785
1231	809826	1162154
1232	810522	1161551
1233	811154	1160857
1234	811781	1160157
1235	812402	1159448
1236	813024	1158740
1237	813654	1158044
1238	814288	1157353
1239	814912	1156649
1240	815560	1155979
1241	816194	1155289
1242	816833	1154606
1243	817462	1153909
1244	818098	1153222
1245	818741	1152546
1246	819385	1151871
1247	820029	1151195
1248	820680	1150530
1249	821326	1149857
1250	822008	1149234
1251	822697	1148622
1252	823366	1147981
1253	824043	1147353
1254	824705	1146701
1255	825398	1146094
1256	826053	1145434
1257	826685	1144742
1258	827300	1144027
1259	827980	1143401
1260	828612	1142709
1261	829242	1142015
1262	829867	1141314
1263	830491	1140612
1264	831114	1139907
1265	831736	1139202
1266	832371	1138516
1267	833007	1137830
1268	833631	1137128
1269	834271	1136449
1270	834948	1135818
1271	835615	1135175
1272	836253	1134493
1273	836925	1133856
1274	837577	1133193
1275	838200	1132490
1276	838835	1131803
1277	839466	1131111
1278	840091	1130411
1279	840731	1129732
1280	841366	1129047
1281	842035	1128406
1282	842771	1127855
1283	843457	1127237
1284	844101	1126563
1285	844776	1125930
1286	845408	1125240
1287	846041	1124551
1288	846722	1123927
1289	847372	1123260
1290	848000	1122566
1291	848631	1121874
1292	849260	1121180
1293	849937	1120551
1294	850618	1119925
1295	851242	1119226
1296	851868	1118528
1297	852485	1117820
1298	853120	1117134
1299	853750	1116443
1300	854384	1115756
1301	855017	1115069
1302	855647	1114377
1303	856303	1113719
1304	856938	1113035
1305	857572	1112349
1306	858221	1111682
1307	858900	1111055
1308	859582	1110430
1309	860262	1109804
1310	860933	1109166
1311	861565	1108477
1312	862188	1107777
1313	862805	1107070
1314	863434	1106378
1315	864055	1105675
1316	864715	1105023
1317	865398	1104401
1318	866094	1103793
1319	866740	1103123
1320	867380	1102446
1321	868058	1101816
1322	868681	1101117
1323	869305	1100420
1324	869934	1099728
1325	870563	1099036
1326	871184	1098336
1327	871821	1097654
1328	872459	1096975
1329	873082	1096276
1330	873723	1095600
1331	874357	1094915
1332	874997	1094238
1333	875656	1093585
1334	876295	1092908
1335	876992	1092301
1336	877642	1091638
1337	878271	1090947
1338	878949	1090317
1339	879621	1089680
1340	880310	1089063
1341	880992	1088439
1342	881615	1087741
1343	882253	1087062
1344	882891	1086383
1345	883535	1085711
1346	884167	1085025
1347	884804	1084345
1348	885429	1083650
1349	886125	1083042
1350	886790	1082395
1351	887418	1081705
1352	888105	1081086
1353	888740	1080403
1354	889370	1079715
1355	889993	1079019
1356	890663	1078379
1357	891351	1077760
1358	891969	1077058
1359	892627	1076403
1360	893286	1075750
1361	893917	1075063
1362	894569	1074402
1363	895223	1073742
1364	895846	1073047
1365	896507	1072396
1366	897166	1071743
1367	897798	1071057
1368	898440	1070384
1369	899090	1069721
1370	899732	1069047
1371	900359	1068356
1372	901039	1067727
1373	901720	1067101
1374	902343	1066405
1375	902975	1065721
1376	903623	1065055
1377	904247	1064360
1378	904927	1063732
1379	905577	1063069
1380	906199	1062373
1381	906897	1061765
1382	907540	1061093
1383	908170	1060407
1384	908810	1059731
1385	909433	1059037
1386	910065	1058352
1387	910683	1057652
1388	911315	1056968
1389	911953	1056292
1390	912586	1055609
1391	913225	1054932
1392	913862	1054255
1393	914511	1053590
1394	915175	1052943
1395	915817	1052271
1396	916542	1051694
1397	917270	1051121
1398	917953	1050495
1399	918629	1049862
1400	919266	1049184
1401	919885	1048485
1402	920521	1047806
1403	921148	1047117
1404	921782	1046436
1405	922415	1045753
1406	923086	1045115
1407	923744	1044461
1408	924374	1043775
1409	925044	1043134
1410	925730	1042512
1411	926353	1041819
1412	927026	1041182
1413	927679	1040523
1414	928300	1039827
1415	928985	1039204
1416	929618	1038522
1417	930243	1037831
1418	930882	1037156
1419	931519	1036479
1420	932207	1035858
1421	932853	1035192
1422	933472	1034494
1423	934111	1033820
1424	934780	1033178
1425	935414	1032498
1426	936053	1031823
1427	936685	1031140
1428	937342	1030486
1429	937995	1029827
1430	938635	1029153
1431	939318	1028527
1432	939981	1027879
1433	940631	1027217
1434	941264	1026536
1435	941900	1025858
1436	942535	1025179
1437	943185	1024516
1438	943844	1023864
1439	944479	1023185
1440	945097	1022489
1441	945723	1021800
1442	946353	1021117
1443	947053	1020508
1444	947755	1019903
1445	948385	1019219
1446	949005	1018524
1447	949667	1017875
1448	950296	1017191
1449	950939	1016521
1450	951578	1015847
1451	952254	1015213
1452	952898	1014544
1453	953531	1013865
1454	954156	1013176
1455	954790	1012497
1456	955416	1011810
1457	956094	1011178
1458	956777	1010550
1459	957410	1009871
1460	958055	1009204
1461	958684	1008520
1462	959302	1007825
1463	959937	1007147
1464	960582	1006481
1465	961263	1005851
1466	961891	1005167
1467	962515	1004477
1468	963144	1003794
1469	963798	1003136
1470	964480	1002508
1471	965120	1001837
1472	965792	1001198
1473	966427	1000521
1474	967066	999847
1475	967732	999203
1476	968372	998531
1477	969008	997855
1478	969669	997205
1479	970329	996555
1480	971003	995917
1481	971662	995265
1482	972299	994590
1483	972953	993933
1484	973594	993262
1485	974221	992578
1486	974917	991963
1487	975550	991285
1488	976185	990608
1489	976846	989958
1490	977480	989280
1491	978117	988606
1492	978775	987953
1493	979421	987288
1494	980057	986612
1495	980718	985963
1496	981348	985281
1497	981994	984616
1498	982637	983948
1499	983258	983258
