iter	MultiClass
1505	0.04487175407
1506	0.04480574155
1507	0.04477437966
1508	0.04474685419
1509	0.04470858962
1510	0.04468759748
1511	0.04462295847
1512	0.04458413992
1513	0.04454931829
1514	0.04453818296
1515	0.04451935828
1516	0.04450153558
1517	0.04449743556
1518	0.04444161843
1519	0.04443410276
1520	0.04439820387
1521	0.04434713845
1522	0.04433276663
1523	0.04432261936
1524	0.04432218883
1525	0.04429948584
1526	0.04429186821
1527	0.0442671315
1528	0.04426499264
1529	0.04425692854
1530	0.04424119978
1531	0.04419758505
1532	0.04418082074
1533	0.04417766476
1534	0.04415041199
1535	0.04414740553
1536	0.04410822432
1537	0.044068203
1538	0.04404739925
1539	0.04401234075
1540	0.04394655571
1541	0.04391240766
1542	0.04388982327
1543	0.04387057908
1544	0.04379165113
1545	0.04375225646
1546	0.04371352513
1547	0.04367197068
1548	0.04365640219
1549	0.04365143641
1550	0.04362113562
1551	0.04361281074
1552	0.04360117644
1553	0.0435987065
1554	0.04358192557
1555	0.04357610416
1556	0.04353767831
1557	0.04343651001
1558	0.04335255053
1559	0.04331961886
1560	0.04328729166
1561	0.04322409462
1562	0.04320405289
1563	0.04317917482
1564	0.04311273987
1565	0.0430387854
1566	0.04303268239
1567	0.04295847541
1568	0.04294974577
1569	0.04294702251
1570	0.04292054766
1571	0.0429093223
1572	0.04290087958
1573	0.04287558634
1574	0.04283587466
1575	0.04282984199
1576	0.04281860316
1577	0.04277822796
1578	0.04276267036
1579	0.04275675192
1580	0.04274081979
1581	0.04273264643
1582	0.04268862426
1583	0.042674176
1584	0.04264332415
1585	0.0425965772
1586	0.0425654536
1587	0.04249655609
1588	0.04238413336
1589	0.0423337781
1590	0.0422477198
1591	0.04217328007
1592	0.04215890979
1593	0.04214379146
1594	0.0420824027
1595	0.04206288792
1596	0.04205244176
1597	0.04195035975
1598	0.0418754411
1599	0.04182974349
1600	0.04181695876
1601	0.04177503607
1602	0.04177465705
1603	0.04170688371
1604	0.04161992899
1605	0.04161318229
1606	0.04160287893
1607	0.04157014429
1608	0.04153077707
1609	0.04151351724
1610	0.04148778722
1611	0.04146019493
1612	0.04144368805
1613	0.04143944212
1614	0.04137897065
1615	0.04135454198
1616	0.04134670022
1617	0.04131163287
1618	0.04129623312
1619	0.04128411588
1620	0.0412576094
1621	0.04123345069
1622	0.04121253512
1623	0.0411984029
1624	0.04118251099
1625	0.04114916801
1626	0.04113068059
1627	0.0410582887
1628	0.04098702853
1629	0.04098660476
1630	0.04096320029
1631	0.04094391879
1632	0.04086853452
1633	0.04085996471
1634	0.04081394429
1635	0.04076199862
1636	0.0407323646
1637	0.04072003847
1638	0.04069115365
1639	0.04061966382
1640	0.04048001558
1641	0.04041971328
1642	0.04037581954
1643	0.04034452469
1644	0.0403336346
1645	0.04029004438
1646	0.04028101135
1647	0.04027492035
1648	0.04020103765
1649	0.04018331465
1650	0.04013032298
1651	0.04010979185
1652	0.04004119045
1653	0.03999131227
1654	0.03995321511
1655	0.03987700171
1656	0.03985635282
1657	0.039820666
1658	0.03980674404
1659	0.03979101942
1660	0.03977745237
1661	0.03972176669
1662	0.03965066612
1663	0.03963276904
1664	0.03962554013
1665	0.0395755592
1666	0.03955198556
1667	0.03951032686
1668	0.03943677609
1669	0.03934127869
1670	0.03932130748
1671	0.03928925021
1672	0.03927518624
1673	0.03926631829
1674	0.03920316255
1675	0.03916762972
1676	0.03913025671
1677	0.0390799407
1678	0.03905413818
1679	0.03904460059
1680	0.03902648812
1681	0.03902364643
1682	0.03898723611
1683	0.03897897296
1684	0.0389668749
1685	0.03891026756
1686	0.03888305745
1687	0.03887434329
1688	0.0388471023
1689	0.03881843107
1690	0.0387834421
1691	0.03875078866
1692	0.03873197408
1693	0.03864734918
1694	0.03861948646
1695	0.03861559262
1696	0.03858866997
1697	0.03854631911
1698	0.03850211943
1699	0.03848132081
1700	0.03846734037
1701	0.03844101437
1702	0.0384190499
1703	0.03840121836
1704	0.03836723006
1705	0.03836166112
1706	0.0383534208
1707	0.03830873666
1708	0.03827768888
1709	0.03821481972
1710	0.03818760104
1711	0.03816914732
1712	0.03812585379
1713	0.03809723871
1714	0.03806637572
1715	0.03803800826
1716	0.03799819131
1717	0.03795635241
1718	0.03791165566
1719	0.03789926502
1720	0.0378845012
1721	0.03787041591
1722	0.03784011001
1723	0.03780274463
1724	0.03776779854
1725	0.03775040272
1726	0.03772835337
1727	0.0376887208
1728	0.03764961474
1729	0.03756922614
1730	0.03755031522
1731	0.03752766345
1732	0.03750529644
1733	0.03748313244
1734	0.03746524559
1735	0.03741036736
1736	0.03739636957
1737	0.03738332083
1738	0.03734035205
1739	0.03732631727
1740	0.03730818767
1741	0.03727116272
1742	0.03726239821
1743	0.03719243381
1744	0.03716396469
1745	0.03712136589
1746	0.0370988598
1747	0.03708746526
1748	0.03708194441
1749	0.03705140158
1750	0.0370175919
1751	0.03696099759
1752	0.03695388486
1753	0.0369287254
1754	0.03691768503
1755	0.03690246688
1756	0.03689576143
1757	0.03688018658
1758	0.03684961912
1759	0.03684199714
1760	0.03679712115
1761	0.03678660894
1762	0.03676349521
1763	0.03671970649
1764	0.03671576802
1765	0.03663686712
1766	0.03662657466
1767	0.03662187344
1768	0.03658874515
1769	0.03656694802
1770	0.03654489488
1771	0.03649710861
1772	0.03648126377
1773	0.03645072113
1774	0.03643723758
1775	0.03641367407
1776	0.03637608574
1777	0.03632285374
1778	0.03625525571
1779	0.03621793974
1780	0.03613401903
1781	0.03612231678
1782	0.03611373653
1783	0.03607923025
1784	0.03605992017
1785	0.03603757205
1786	0.03603234634
1787	0.0360163532
1788	0.03600039346
1789	0.0359914574
1790	0.0359741966
1791	0.03592524309
1792	0.03587193162
1793	0.03585715659
1794	0.0357980882
1795	0.03578417199
1796	0.03575774274
1797	0.03574729746
1798	0.03573899125
1799	0.03573237746
1800	0.03572588334
1801	0.0357135689
1802	0.03569423077
1803	0.03564623515
1804	0.035608305
1805	0.03551974949
1806	0.03550956526
1807	0.0354898152
1808	0.03545748273
1809	0.03542816873
1810	0.03541541102
1811	0.0354096332
1812	0.03538519196
1813	0.03531085193
1814	0.03530780081
1815	0.03529663715
1816	0.03526672183
1817	0.03525100485
1818	0.03524115817
1819	0.03521824331
1820	0.03520314405
1821	0.03517661104
1822	0.03515807994
1823	0.03512759378
1824	0.03508597961
1825	0.03508449759
1826	0.03504184703
1827	0.03502967238
1828	0.03500106764
1829	0.0349819703
1830	0.03497336075
1831	0.03496149534
1832	0.03490803385
1833	0.03489118092
1834	0.03480098504
1835	0.03479061584
1836	0.03477621746
1837	0.03477153164
1838	0.03476626018
1839	0.03474585232
1840	0.03473831394
1841	0.0347317582
1842	0.03469228804
1843	0.03467567742
1844	0.03463851073
1845	0.03463394842
1846	0.03462194301
1847	0.03460787914
1848	0.03458582853
1849	0.03456701524
1850	0.03453734658
1851	0.03451363648
1852	0.03450803761
1853	0.03447839014
1854	0.03446137677
1855	0.03444045582
1856	0.03440043598
1857	0.03437373995
1858	0.03433215369
1859	0.03431613597
1860	0.03430319012
1861	0.0342915668
1862	0.03426567112
1863	0.03422296922
1864	0.03420600149
1865	0.03413884331
1866	0.03412928592
1867	0.03411661037
1868	0.03410907604
1869	0.03410239942
1870	0.0340602474
1871	0.03404678233
1872	0.03403535609
1873	0.03399850113
1874	0.03399128957
1875	0.033963344
1876	0.03391550173
1877	0.03390348221
1878	0.03388585028
1879	0.03386636525
1880	0.03386325538
1881	0.0338590641
1882	0.03382613944
1883	0.03378938591
1884	0.03376825302
1885	0.03371495778
1886	0.03369776053
1887	0.03369275414
1888	0.03365450851
1889	0.03364497595
1890	0.03362126675
1891	0.03361309485
1892	0.03361069252
1893	0.03354895588
1894	0.03352399607
1895	0.03350836102
1896	0.03349496312
1897	0.03346911663
1898	0.03342110632
1899	0.03337974763
1900	0.03337005352
1901	0.03336080245
1902	0.0333298304
1903	0.03331480677
1904	0.03330946264
1905	0.03327164675
1906	0.03322362889
1907	0.03313809038
1908	0.03310690749
1909	0.03306810002
1910	0.03304147495
1911	0.03299532681
1912	0.03297548321
1913	0.03296813048
1914	0.032947013
1915	0.03293648593
1916	0.03291159788
1917	0.03289795748
1918	0.03286239341
1919	0.03280087173
1920	0.03277864732
1921	0.03277378103
1922	0.03276157163
1923	0.03272116227
1924	0.03268851939
1925	0.03266495796
1926	0.03264284993
1927	0.03261845392
1928	0.0326173948
1929	0.03255403028
1930	0.03254589665
1931	0.03253952887
1932	0.03253404614
1933	0.03252373973
1934	0.03250042184
1935	0.03247354451
1936	0.03245878734
1937	0.03243122537
1938	0.03243095428
1939	0.0324019909
1940	0.0323369652
1941	0.03231481913
1942	0.03228570645
1943	0.03224675708
1944	0.0322380928
1945	0.03216252564
1946	0.03212921161
1947	0.03210490495
1948	0.03208815011
1949	0.03207365073
1950	0.03206183012
1951	0.03201993671
1952	0.03201369948
1953	0.031994583
1954	0.03198370649
1955	0.03194508759
1956	0.03191956161
1957	0.03191490884
1958	0.03191136473
1959	0.03189564407
1960	0.03185524508
1961	0.03184531107
1962	0.03182020651
1963	0.03180108175
1964	0.03179244112
1965	0.03177711783
1966	0.03172860581
1967	0.03171951595
1968	0.03169656194
1969	0.03168349962
1970	0.03163249075
1971	0.03160995399
1972	0.031554999
1973	0.03152825154
1974	0.03151594028
1975	0.03143958512
1976	0.03143132712
1977	0.03141445482
1978	0.03138840574
1979	0.03138561179
1980	0.03138314097
1981	0.03133164066
1982	0.03132081354
1983	0.03131102561
1984	0.0312973414
1985	0.03128917568
1986	0.03126388248
1987	0.03123952916
1988	0.03118115599
1989	0.0311774432
1990	0.03116995602
1991	0.03114350333
1992	0.03111108128
1993	0.03109620076
1994	0.03108787761
1995	0.03105001686
1996	0.03103982635
1997	0.03100420064
1998	0.03096202008
1999	0.03093976903
2000	0.03091259404
2001	0.03090408926
2002	0.03088033154
2003	0.03086418737
2004	0.03082331207
2005	0.03081929241
2006	0.03081401136
2007	0.03079475511
2008	0.03079429969
2009	0.0307798007
2010	0.03076995458
2011	0.0307247839
2012	0.03071542408
2013	0.03067317423
2014	0.03067170798
2015	0.03063031286
2016	0.03059788822
2017	0.03058082333
2018	0.03056833993
2019	0.0305435398
2020	0.03050945861
2021	0.03045743955
2022	0.03045033874
2023	0.03039493156
2024	0.03036900109
2025	0.03033011066
2026	0.03031864345
2027	0.03030603522
2028	0.03029779209
2029	0.03028658785
2030	0.03026935172
2031	0.03022566182
2032	0.03019523633
2033	0.03014696273
2034	0.0301232232
2035	0.03011167311
2036	0.03009274976
2037	0.03007242366
2038	0.03006352976
2039	0.03000539549
2040	0.0299941982
2041	0.02996421255
2042	0.02994673755
2043	0.02993154289
2044	0.02991538479
2045	0.02990352826
2046	0.02989006308
2047	0.02988061062
2048	0.02987379902
2049	0.02986214437
2050	0.02983212153
2051	0.02982305877
2052	0.02978939029
2053	0.02976983346
2054	0.02974354839
2055	0.02970407952
2056	0.02967443883
2057	0.02964319609
2058	0.02963822925
2059	0.02960473298
2060	0.02959733136
2061	0.02958469092
2062	0.02956810749
2063	0.0295646343
2064	0.02956075795
2065	0.02952134011
2066	0.02951467357
2067	0.0295052052
2068	0.02950302996
2069	0.02949309603
2070	0.02947844899
2071	0.02947344842
2072	0.02946593478
2073	0.02945403501
2074	0.02944243922
2075	0.02940680572
2076	0.02940391826
2077	0.02937184089
2078	0.02935288761
2079	0.02930378989
2080	0.02925885727
2081	0.029252728
2082	0.02924193379
2083	0.02923043872
2084	0.0292238667
2085	0.02921882689
2086	0.0292185775
2087	0.0291958114
2088	0.02915632654
2089	0.02914380502
2090	0.02913442246
2091	0.02910463491
2092	0.02905733289
2093	0.02904570027
2094	0.02904348202
2095	0.02902128357
2096	0.02900716008
2097	0.02897707786
2098	0.02896667612
2099	0.02895605256
2100	0.02895292287
2101	0.0289176321
2102	0.02890621928
2103	0.02889539178
2104	0.02886239299
2105	0.02885548298
2106	0.02884509309
2107	0.02880479136
2108	0.02879737701
2109	0.02878542793
2110	0.02876978246
2111	0.02875756919
2112	0.02872688314
2113	0.02872448178
2114	0.02871814544
2115	0.02870241821
2116	0.02865080222
2117	0.0286276225
2118	0.02857371235
2119	0.0285698344
2120	0.02855326568
2121	0.02854927649
2122	0.02853139463
2123	0.02852757639
2124	0.02851074783
2125	0.02846633137
2126	0.02845455314
2127	0.02844413341
2128	0.02842893796
2129	0.02841780333
2130	0.02839843179
2131	0.02838077702
2132	0.02837240357
2133	0.02836431967
2134	0.02835477472
2135	0.02835444875
2136	0.02834541639
2137	0.02834128934
2138	0.02833892216
2139	0.0283375663
2140	0.02829366291
2141	0.02824948375
2142	0.02822817529
2143	0.02821365507
2144	0.02820755687
2145	0.02819751304
2146	0.02819601518
2147	0.0281430611
2148	0.02813408328
2149	0.02812917626
2150	0.02811628987
2151	0.02811019277
2152	0.02810832806
2153	0.0281039483
2154	0.02809554563
2155	0.02806448437
2156	0.0280517086
2157	0.0280398769
2158	0.02800534164
2159	0.02796350009
2160	0.02795612028
2161	0.02794232196
2162	0.02793571584
2163	0.02791588951
2164	0.02787484608
2165	0.02787333377
2166	0.02785093084
2167	0.02784298716
2168	0.02783285591
2169	0.02782037621
2170	0.0277695118
2171	0.02775803995
2172	0.02773162541
2173	0.02771915602
2174	0.02768685296
2175	0.02765571225
2176	0.02763997585
2177	0.02762564831
2178	0.02762074817
2179	0.02761220466
2180	0.02758105596
2181	0.02756830247
2182	0.02753100225
2183	0.02746957389
2184	0.02745736604
2185	0.02745079767
2186	0.02742651605
2187	0.0273726351
2188	0.02735576323
2189	0.0273348562
2190	0.02729717637
2191	0.02728990165
2192	0.02727233636
2193	0.02724574293
2194	0.02723563371
2195	0.02721188257
2196	0.02721100038
2197	0.02719596459
2198	0.02718754489
2199	0.02717559802
2200	0.02716481071
2201	0.02715612115
2202	0.02714403048
2203	0.02713556579
2204	0.02712346875
2205	0.02711230916
2206	0.02708906475
2207	0.02708245482
2208	0.0270695409
2209	0.02706195789
2210	0.02705481545
2211	0.02705084997
2212	0.02704069615
2213	0.02703768242
2214	0.02702642786
2215	0.02701441156
2216	0.02693595359
2217	0.0269104338
2218	0.02687637643
2219	0.02686163276
2220	0.02684718976
2221	0.02683447005
2222	0.02681750578
2223	0.02681497352
2224	0.02680323374
2225	0.0267849356
2226	0.02676429453
2227	0.02674935415
2228	0.02674914055
2229	0.02674122887
2230	0.02672062678
2231	0.02669710627
2232	0.02667303999
2233	0.02666050174
2234	0.02663428053
2235	0.02661348544
2236	0.02660575074
2237	0.02659262822
2238	0.02658161612
2239	0.02657130647
2240	0.02655369171
2241	0.02653933149
2242	0.02652086238
2243	0.02649657734
2244	0.02647529714
2245	0.02644561673
2246	0.0264426499
2247	0.02643656524
2248	0.02643518524
2249	0.02642755377
2250	0.02641107694
2251	0.0263942111
2252	0.02636312345
2253	0.02634764359
2254	0.02633614119
2255	0.02629841219
2256	0.02627268929
2257	0.02623907235
2258	0.02622145794
2259	0.02621685813
2260	0.02620379006
2261	0.02619228308
2262	0.02617085062
2263	0.02614775062
2264	0.02613753146
2265	0.02612350632
2266	0.02611771793
2267	0.02610699731
2268	0.02608938067
2269	0.02608719823
2270	0.0260849693
2271	0.02606815987
2272	0.02604622679
2273	0.02602498252
2274	0.02602138456
2275	0.02601403204
2276	0.02601158141
2277	0.02600442121
2278	0.02598852425
2279	0.02598235492
2280	0.02597730631
2281	0.02596184908
2282	0.02595473614
2283	0.0259476098
2284	0.02593790682
2285	0.02592828839
2286	0.02591985486
2287	0.02590797966
2288	0.02590060662
2289	0.02584278468
2290	0.02579185125
2291	0.02577342465
2292	0.02575817856
2293	0.02575218161
2294	0.02574514224
2295	0.02571097121
2296	0.02570397005
2297	0.02569236494
2298	0.02566060369
2299	0.02563534139
2300	0.02562594842
2301	0.02553761585
2302	0.02550448815
2303	0.02550175686
2304	0.02548106199
2305	0.02546166782
2306	0.02546149513
2307	0.02544111125
2308	0.02543096224
2309	0.02538973518
2310	0.02536897825
2311	0.02536501538
2312	0.02533926383
2313	0.02532328537
2314	0.0252667172
2315	0.02521062622
2316	0.02520377768
2317	0.02517353129
2318	0.0251582197
2319	0.02515241742
2320	0.02514019753
2321	0.02512636819
2322	0.02511910107
2323	0.0250769316
2324	0.02504713624
2325	0.02504195382
2326	0.02503705124
2327	0.02502221984
2328	0.02500838345
2329	0.02499921465
2330	0.0249928964
2331	0.02497595679
2332	0.02495736647
2333	0.02493060384
2334	0.02489864176
2335	0.02488698732
2336	0.02487800045
2337	0.02486371409
2338	0.02484756145
2339	0.02481398816
2340	0.02479834706
2341	0.0247853531
2342	0.02477754267
2343	0.02475185375
2344	0.02470914609
2345	0.02468905134
2346	0.02467144367
2347	0.02466321152
2348	0.02462244311
2349	0.02461139257
2350	0.02459901225
2351	0.02459554691
2352	0.02458051861
2353	0.02455238365
2354	0.02454626118
2355	0.02453001086
2356	0.02452017337
2357	0.02451416318
2358	0.02450042996
2359	0.02448567577
2360	0.02447821035
2361	0.02446644637
2362	0.02443089927
2363	0.02441388782
2364	0.02441060726
2365	0.02439583122
2366	0.02438516258
2367	0.02434727434
2368	0.02433053294
2369	0.0243045777
2370	0.02429032558
2371	0.02427194653
2372	0.02426081981
2373	0.02424447889
2374	0.02423879932
2375	0.02422543387
2376	0.02422145184
2377	0.02421308673
2378	0.0241812082
2379	0.0241692806
2380	0.02416381776
2381	0.02415245019
2382	0.02412349596
2383	0.02411863163
2384	0.02409516879
2385	0.02408472282
2386	0.02407581489
2387	0.0240605326
2388	0.02404743891
2389	0.02404396043
2390	0.02403953522
2391	0.02400167056
2392	0.02396407871
2393	0.02394193912
2394	0.02392448718
2395	0.02391440859
2396	0.02389529988
2397	0.02389160019
2398	0.02388277231
2399	0.02386670656
2400	0.02386369875
2401	0.0238511474
2402	0.02383918982
2403	0.0238353478
2404	0.02383336633
2405	0.02381346972
2406	0.02380008894
2407	0.02378317799
2408	0.02377851432
2409	0.02376232059
2410	0.02376011541
2411	0.02374622634
2412	0.02372499456
2413	0.0237110069
2414	0.02370207017
2415	0.0236815074
2416	0.02367466887
2417	0.02367172597
2418	0.0236549221
2419	0.02365318016
2420	0.02365121367
2421	0.02364376623
2422	0.02362460272
2423	0.02360457644
2424	0.02358875913
2425	0.02358102014
2426	0.0235737654
2427	0.02356887689
2428	0.02355719245
2429	0.02355572543
2430	0.02354236583
2431	0.02351482229
2432	0.02349869063
2433	0.02347275496
2434	0.02345209554
2435	0.023430251
2436	0.02341164102
2437	0.02339662544
2438	0.02335461401
2439	0.02334827356
2440	0.02333663468
2441	0.02332889011
2442	0.02332195294
2443	0.02330441741
2444	0.02326519531
2445	0.02325629528
2446	0.02324697687
2447	0.02324077997
2448	0.02323832849
2449	0.02321569106
2450	0.02320723812
2451	0.02319590409
2452	0.02319418181
2453	0.02319174142
2454	0.02318067824
2455	0.02317382901
2456	0.02317168951
2457	0.02316297499
2458	0.02315721304
2459	0.02313729153
2460	0.02313070956
2461	0.02312634622
2462	0.02311269063
2463	0.02311103037
2464	0.02310674316
2465	0.0230971282
2466	0.02305979642
2467	0.02304445987
2468	0.02304181889
2469	0.02303075747
2470	0.02300328817
2471	0.02295132736
2472	0.02294321987
2473	0.02293369173
2474	0.02293152858
2475	0.02291298227
2476	0.02290653583
2477	0.02289750158
2478	0.02288944371
2479	0.02288184603
2480	0.02287493143
2481	0.02286204226
2482	0.02286117494
2483	0.02285390321
2484	0.02284617554
2485	0.02284234891
2486	0.02281995191
2487	0.02281837804
2488	0.02281291755
2489	0.02280870347
2490	0.02280126106
2491	0.02277221896
2492	0.02274889022
2493	0.02273904656
2494	0.02273389136
2495	0.02272596398
2496	0.02272048713
2497	0.02271335699
2498	0.0227076926
2499	0.02270373031
2500	0.02269656403
2501	0.02268502055
2502	0.02268195712
2503	0.02267730693
2504	0.02266387854
2505	0.02265089037
2506	0.0226439929
2507	0.02261100858
2508	0.02259810851
2509	0.02259696875
2510	0.02258621179
2511	0.02258399943
2512	0.02257649443
2513	0.02256275926
2514	0.02254897494
2515	0.02254277375
2516	0.02252509248
2517	0.02251473996
2518	0.02249738194
2519	0.02248419067
2520	0.02246405797
2521	0.02245684385
2522	0.02244783468
2523	0.02244331966
2524	0.02243690497
2525	0.02242903563
2526	0.02241646575
2527	0.02239423323
2528	0.02238692508
2529	0.02236309942
2530	0.02234996352
2531	0.02234513593
2532	0.02232431142
2533	0.02231657044
2534	0.02230901668
2535	0.02228069057
2536	0.0222788704
2537	0.02227181285
2538	0.02226398184
2539	0.02226030149
2540	0.02225579638
2541	0.02223643559
2542	0.02222125766
2543	0.02221132207
2544	0.02220811477
2545	0.02219155843
2546	0.02215071949
2547	0.0221088432
2548	0.02210751136
2549	0.02208437827
2550	0.02207856184
2551	0.0220781082
2552	0.02204669257
2553	0.02204339942
2554	0.02203675036
2555	0.0220215248
2556	0.02201135183
2557	0.02200782082
2558	0.02200417397
2559	0.02197440526
2560	0.02195585913
2561	0.02195337843
2562	0.0219469786
2563	0.02194048912
2564	0.0219146727
2565	0.02188910048
2566	0.02188618901
2567	0.0218776192
2568	0.02187298369
2569	0.0218271582
2570	0.02182215427
2571	0.02181819355
2572	0.02180353174
2573	0.02178990425
2574	0.02176949405
2575	0.02176069128
2576	0.02175360351
2577	0.02173885724
2578	0.02173863296
2579	0.02172793719
2580	0.0217148378
2581	0.02171178612
2582	0.02168679236
2583	0.02162581156
2584	0.02162044897
2585	0.02160277681
2586	0.02159497054
2587	0.02158821356
2588	0.02158394497
2589	0.02156230875
2590	0.02155405533
2591	0.02152758016
2592	0.02152428248
2593	0.02150511332
2594	0.0214764555
2595	0.0214584125
2596	0.02145289103
2597	0.02144556308
2598	0.02142604706
2599	0.02141344277
2600	0.02141066875
2601	0.02139144808
2602	0.02136856288
2603	0.02136255915
2604	0.02133698751
2605	0.02133600594
2606	0.02133435134
2607	0.02131470674
2608	0.02129602772
2609	0.02125295536
2610	0.0212381402
2611	0.02121832445
2612	0.02120049856
2613	0.02119815885
2614	0.02118913966
2615	0.02116733141
2616	0.02116385519
2617	0.0211537977
2618	0.02115064364
2619	0.02114845635
2620	0.02113732542
2621	0.02111725439
2622	0.02107516525
2623	0.02106141994
2624	0.02105716493
2625	0.02104507766
2626	0.02104148073
2627	0.02103625843
2628	0.02100928753
2629	0.02099207632
2630	0.02099064213
2631	0.02097157692
2632	0.02094430798
2633	0.02093631831
2634	0.02092996578
2635	0.02091663185
2636	0.02090707582
2637	0.02090195327
2638	0.02087776485
2639	0.02086979272
2640	0.02084636085
2641	0.02081092886
2642	0.02080160908
2643	0.02079722475
2644	0.02079466836
2645	0.02077778575
2646	0.02077422366
2647	0.02074979592
2648	0.0207474523
2649	0.02072386726
2650	0.02071567238
2651	0.0207056884
2652	0.02069688036
2653	0.02066324317
2654	0.02064707605
2655	0.02062939327
2656	0.02061817836
2657	0.02059733685
2658	0.02059452211
2659	0.02057055152
2660	0.02055275638
2661	0.02054737768
2662	0.02051969714
2663	0.02050528151
2664	0.02049280887
2665	0.02047657643
2666	0.02046949298
2667	0.02046045774
2668	0.02045528407
2669	0.0204298885
2670	0.02041647906
2671	0.0204135597
2672	0.02041230867
2673	0.02039573373
2674	0.02038488009
2675	0.02038039072
2676	0.02037249348
2677	0.02036112551
2678	0.02034598082
2679	0.02032828654
2680	0.02032241569
2681	0.02031038556
2682	0.0202916308
2683	0.02027609103
2684	0.02027405518
2685	0.02025460173
2686	0.02023943736
2687	0.02023068335
2688	0.02022860651
2689	0.0202215828
2690	0.0202088522
2691	0.02020060408
2692	0.02018135745
2693	0.02017761193
2694	0.02015567999
2695	0.02015400907
2696	0.02013681258
2697	0.02012821313
2698	0.02009692077
2699	0.02008272129
2700	0.02008087929
2701	0.02006007498
2702	0.02005789937
2703	0.02005484013
2704	0.02003104428
2705	0.02002320594
2706	0.02000444855
2707	0.02000379189
2708	0.02000301133
2709	0.01993809403
2710	0.01992813636
2711	0.01992316518
2712	0.01992202252
2713	0.01991792202
2714	0.01991451638
2715	0.01989924401
2716	0.01989478564
2717	0.01989294153
2718	0.01988419846
2719	0.01988228272
2720	0.01987227229
2721	0.01986837047
2722	0.01984356256
2723	0.0198325581
2724	0.01982875544
2725	0.01981292301
2726	0.01980369545
2727	0.0197983877
2728	0.01978837753
2729	0.01976971367
2730	0.01975308613
2731	0.01974692887
2732	0.01972981323
2733	0.01972069218
2734	0.0197106254
2735	0.01970215639
2736	0.01969578989
2737	0.01968478511
2738	0.01966660594
2739	0.01966276439
2740	0.01965549733
2741	0.01964528806
2742	0.01962614428
2743	0.01961523951
2744	0.01960172048
2745	0.01959753013
2746	0.01958419094
2747	0.01957632059
2748	0.01957393618
2749	0.01952517327
2750	0.0195061219
2751	0.0194997109
2752	0.01949820442
2753	0.0194969244
2754	0.01948655516
2755	0.01946113105
2756	0.01945238727
2757	0.01943339414
2758	0.01942826097
2759	0.01942142911
2760	0.0194089423
2761	0.01939862852
2762	0.01936974208
2763	0.01935565332
2764	0.01934950016
2765	0.01934262071
2766	0.01932486973
2767	0.01932359346
2768	0.01931052077
2769	0.01930710812
2770	0.01929228638
2771	0.01927882268
2772	0.01927668602
2773	0.01924505329
2774	0.01922960876
2775	0.01921161377
2776	0.01920846197
2777	0.01920025235
2778	0.01919375122
2779	0.01918270375
2780	0.01917014554
2781	0.01915205275
2782	0.0191494604
2783	0.01914243383
2784	0.0191184143
2785	0.01908694723
2786	0.01906047894
2787	0.01904427667
2788	0.01903353615
2789	0.01902284407
2790	0.01901884152
2791	0.01897862761
2792	0.01896491564
2793	0.01894645575
2794	0.01892929385
2795	0.01890182853
2796	0.01888551371
2797	0.01888441081
2798	0.01887900001
2799	0.01884292245
2800	0.01883697493
2801	0.01883136842
2802	0.0188256651
2803	0.01879509285
2804	0.01879179357
2805	0.01878313311
2806	0.01877481199
2807	0.01876149193
2808	0.01874855309
2809	0.0187312573
2810	0.01872483299
2811	0.01871246007
2812	0.01871097202
2813	0.01865072768
2814	0.0186300992
2815	0.01860731271
2816	0.01858162762
2817	0.01856568333
2818	0.01853941833
2819	0.01852219349
2820	0.01851527103
2821	0.01851044265
2822	0.01850031249
2823	0.01849048823
2824	0.01848829704
2825	0.01848762915
2826	0.01848523726
2827	0.01846983341
2828	0.01845180512
2829	0.01844682811
2830	0.01842234586
2831	0.0184178311
2832	0.0184123275
2833	0.01840169716
2834	0.0183824991
2835	0.01836567766
2836	0.01836402875
2837	0.0183614839
2838	0.01836127655
2839	0.01835186447
2840	0.01834202214
2841	0.01832882126
2842	0.01831215046
2843	0.01830405332
2844	0.01830226665
2845	0.01829653861
2846	0.0182718662
2847	0.01824482133
2848	0.01824254862
2849	0.0182347798
2850	0.01823283756
2851	0.01820727639
2852	0.01820125227
2853	0.01818977178
2854	0.01816026946
2855	0.0181543951
2856	0.01814924752
2857	0.01814343267
2858	0.01813079302
2859	0.01812269596
2860	0.01811179951
2861	0.01809403849
2862	0.01808954119
2863	0.01808577853
2864	0.01808047109
2865	0.01806830472
2866	0.01806478999
2867	0.01805826293
2868	0.01804390245
2869	0.01802623938
2870	0.01801057156
2871	0.01800040732
2872	0.01799732584
2873	0.01799360377
2874	0.01798828741
2875	0.01796725414
2876	0.01795397019
2877	0.01793396355
2878	0.01792077294
2879	0.01791620849
2880	0.01790677823
2881	0.01790182654
2882	0.01789999782
2883	0.01786826669
2884	0.01786377204
2885	0.01785774247
2886	0.01784629817
2887	0.01783014949
2888	0.01782319076
2889	0.01781739476
2890	0.01779043722
2891	0.01776411441
2892	0.01775153166
2893	0.01773724107
2894	0.01773315177
2895	0.01770787171
2896	0.01768619256
2897	0.01767948163
2898	0.01767599178
2899	0.01765983395
2900	0.0176585986
2901	0.01765474799
2902	0.01763459895
2903	0.0176289218
2904	0.01762134736
