iter	MultiClass
121	0.1752618852
122	0.1745132592
123	0.1743872107
124	0.1734414711
125	0.1723424223
126	0.17114296
127	0.1700027765
128	0.1699471343
129	0.1693312741
130	0.168730357
131	0.1675828881
132	0.1672000386
133	0.1670219186
134	0.1668209021
135	0.1658304119
136	0.1655675639
137	0.165187604
138	0.1650781766
139	0.1646037392
140	0.163815328
141	0.1630478328
142	0.162480893
143	0.1623312584
144	0.1620516955
145	0.1616457558
146	0.1614153985
147	0.160999683
148	0.1603700464
149	0.1601469476
150	0.1597825175
151	0.1593284715
152	0.1590116958
153	0.1587794263
154	0.1584871308
155	0.1583469123
156	0.1573929323
157	0.1570405489
158	0.1568335439
159	0.1557996977
160	0.1556957313
161	0.1553472713
162	0.1550410319
163	0.1547292567
164	0.1544132671
165	0.154106712
166	0.1535764137
167	0.1535299548
168	0.1532244486
169	0.1528512334
170	0.1526138854
171	0.1521175256
172	0.1518024569
173	0.1517190011
174	0.1515278556
175	0.1509736464
176	0.1507823976
177	0.150529831
178	0.1491145185
179	0.1489259569
180	0.1486974299
181	0.1485468325
182	0.1483638384
183	0.1483590002
184	0.1471593229
185	0.1469060609
186	0.1467944162
187	0.146743299
188	0.1459803898
189	0.1457734179
190	0.1457087221
191	0.145649838
192	0.1454189781
193	0.1453695092
194	0.1451105759
195	0.1445410179
196	0.1444582522
197	0.144266395
198	0.1435300989
199	0.1430615609
200	0.1428301898
201	0.1424552072
202	0.1422339302
203	0.1421359462
204	0.1418474835
205	0.1416161713
206	0.1413199955
207	0.1410179829
208	0.1404684272
209	0.1403542244
210	0.1398323121
211	0.1397407925
212	0.1395051886
213	0.1392692442
214	0.1392486569
215	0.1391548249
216	0.1386506384
217	0.1386062718
218	0.1383491507
219	0.1380448952
220	0.1378077664
221	0.1375771272
222	0.1375722695
223	0.1374533818
224	0.1373985401
225	0.1371067531
226	0.1369079608
227	0.1365368964
228	0.1364644039
229	0.1361146557
230	0.1358667258
231	0.1356188348
232	0.1352124628
233	0.1352000936
234	0.1351254968
235	0.1350334424
236	0.1349209204
237	0.1347411414
238	0.13437583
239	0.1343045043
240	0.1341838961
241	0.1341025408
242	0.1339693194
243	0.1338649539
244	0.1337696326
245	0.1334684819
246	0.1329988787
247	0.1329274672
248	0.1327293054
249	0.1324101681
250	0.1322460223
251	0.1322261636
252	0.1321407896
253	0.1317137806
254	0.1316026819
255	0.1314357933
256	0.1313679111
257	0.1311927692
258	0.1310980321
259	0.1309650135
260	0.1307435817
261	0.1305444014
262	0.1299844458
263	0.1297173854
264	0.1296959181
265	0.1295214886
266	0.1290027428
267	0.1288619511
268	0.1287903502
269	0.1286821952
270	0.1285818898
271	0.1284870024
272	0.1283709539
273	0.1282544555
274	0.1281623087
275	0.12755705
276	0.1273884799
277	0.1272875594
278	0.1272828071
279	0.1271324242
280	0.1270812234
281	0.1269678434
282	0.1269240349
283	0.1265114708
284	0.1263244711
285	0.1259548473
286	0.1258624117
287	0.1257678337
288	0.125550754
289	0.1250373231
290	0.1250021574
291	0.1247613265
292	0.1246956453
293	0.1246620293
294	0.1245699093
295	0.1245651067
296	0.124474016
297	0.1244687066
298	0.124429075
299	0.1242712056
300	0.1241801829
301	0.1240413914
302	0.124001492
303	0.1238332552
304	0.1237516452
305	0.1236188208
306	0.1234752522
307	0.1233295515
308	0.123206854
309	0.122927091
310	0.1228369497
311	0.1226957958
312	0.1225829701
313	0.1225107255
314	0.1224841001
315	0.1223372937
316	0.1222352619
317	0.1221756362
318	0.1221410146
319	0.1220561641
320	0.1210587126
321	0.120850533
322	0.1207268305
323	0.1206109869
324	0.1203162182
325	0.1201792866
326	0.1198843334
327	0.119834217
328	0.1196745841
329	0.1195398334
330	0.1193552508
331	0.119229749
332	0.1189326298
333	0.1187932425
334	0.1186970413
335	0.1185636151
336	0.1183919661
337	0.1182887445
338	0.1181471622
339	0.1180323282
340	0.1179160088
341	0.1178008732
342	0.1177975668
343	0.1175813604
344	0.1173805882
345	0.1172947729
346	0.1172524234
347	0.1172225479
348	0.1171556637
349	0.1170594354
350	0.1169271807
351	0.1169088765
352	0.1168825584
353	0.1168790781
354	0.116779776
355	0.1166931261
356	0.1164737895
357	0.116326896
358	0.1160719836
359	0.1160474682
360	0.1160338806
361	0.1158164721
362	0.1155712102
363	0.1155370769
364	0.115492631
365	0.1153091567
366	0.1152501465
367	0.1151936065
368	0.1150209996
369	0.1149502824
370	0.114682553
371	0.1146785169
372	0.1145707641
373	0.1144257053
374	0.1143103539
375	0.1140760176
376	0.1138928915
377	0.1138759642
378	0.113771814
379	0.1136732762
380	0.1135659994
381	0.1134880026
382	0.1134097778
383	0.1132555283
384	0.1132254948
385	0.1129973412
386	0.1129188112
387	0.112868582
388	0.1127526268
389	0.1126905663
390	0.1125668419
391	0.1124141862
392	0.1123364685
393	0.1122402494
394	0.1122221032
395	0.1121191519
396	0.1121075298
397	0.1120259007
398	0.1119266339
399	0.1117956804
400	0.1115056836
401	0.1114560726
402	0.1111387066
403	0.1111099496
404	0.1109936315
405	0.1108818686
406	0.1107704383
407	0.1107293275
408	0.1106545906
409	0.1105576823
410	0.1104782745
411	0.1104206934
412	0.1102243726
413	0.1101988033
414	0.1101343033
415	0.109863421
416	0.109749344
417	0.1096404752
418	0.1096206817
419	0.1094689601
420	0.1094121494
421	0.1093445385
422	0.109310615
423	0.1093065831
424	0.1092802016
425	0.1091975692
426	0.1091227671
427	0.1090959424
428	0.1088133361
429	0.1086858824
430	0.1086213021
431	0.1084376834
432	0.1083624782
433	0.1082978724
434	0.1080823528
435	0.108046827
436	0.1078843039
437	0.1078454032
438	0.1078335815
439	0.1074855927
440	0.1074622852
441	0.1071127913
442	0.1070040872
443	0.1068933804
444	0.1066968997
445	0.1066512361
446	0.1065506174
447	0.1063300754
448	0.1062658922
449	0.1062196206
450	0.1061470413
451	0.106094886
452	0.1055677275
453	0.1053891893
454	0.105305122
455	0.1052639397
456	0.1052056011
457	0.1051332676
458	0.1050776317
459	0.1050634662
460	0.1050607112
461	0.1050512256
462	0.1046526687
463	0.1046370917
464	0.1043579727
465	0.1043119423
466	0.1042453398
467	0.1041155208
468	0.1039622118
469	0.1038895988
470	0.1038858913
471	0.1038093422
472	0.103702913
473	0.1034965356
474	0.1034293906
475	0.1033850676
476	0.1033185153
477	0.1032373726
478	0.1031343769
479	0.102982138
480	0.1029577186
481	0.1028644329
482	0.1028534133
483	0.10271571
484	0.1026879047
485	0.1026236067
486	0.1025900922
487	0.1025239732
488	0.1024764448
489	0.1024391101
490	0.102333625
491	0.1021630641
492	0.1020984048
493	0.1020210934
494	0.1019484409
495	0.1019266404
496	0.1018761101
497	0.101765349
498	0.1017557534
499	0.1016994079
500	0.1016797585
501	0.1016070123
502	0.1015796748
503	0.1015357201
504	0.1013087607
505	0.1012649416
506	0.1010134689
507	0.1009175236
508	0.1008742877
509	0.1008629899
510	0.1006740413
511	0.1006402136
512	0.1006044879
513	0.1005819442
514	0.1004444983
515	0.100407763
516	0.1003420571
517	0.100340091
518	0.1003203391
519	0.1002213869
520	0.1001822127
521	0.1001016636
522	0.0999291825
523	0.09980813659
524	0.09978925331
525	0.09961005841
526	0.09960847588
527	0.09953264861
528	0.09950873156
529	0.0994483392
530	0.09933418409
531	0.09927374472
532	0.09918136365
533	0.09914841072
534	0.09912401879
535	0.09912031899
536	0.09908001687
537	0.09904499724
538	0.09899528724
539	0.09891277202
540	0.09882069885
541	0.09878912158
542	0.09872908211
543	0.09864974234
544	0.09855474591
545	0.0984244368
546	0.09838628934
547	0.09837747323
548	0.09815539612
549	0.09808011509
550	0.09799643135
551	0.09797561047
552	0.09793921443
553	0.09793609582
554	0.09785317663
555	0.09760502186
556	0.09754984345
557	0.09750129348
558	0.09740023073
559	0.09731876357
560	0.09729167681
561	0.09724652463
562	0.09722530455
563	0.09716239281
564	0.09708684373
565	0.09703274605
566	0.09696363945
567	0.09694449815
568	0.09692047129
569	0.09689946219
570	0.09688845985
571	0.0967034867
572	0.09658204138
573	0.09652576452
574	0.09650084949
575	0.09642759606
576	0.09639358989
577	0.09633960328
578	0.09627738112
579	0.09626953345
580	0.09622856773
581	0.09616745801
582	0.09608757251
583	0.09597045684
584	0.09589511923
585	0.09582397936
586	0.09578197628
587	0.0956986365
588	0.09565128677
589	0.09564412295
590	0.09549619506
591	0.09546715423
592	0.09544107854
593	0.09537085587
594	0.09535956711
595	0.09527323961
596	0.09524892563
597	0.09518670362
598	0.09512232802
599	0.09493420448
600	0.09482232015
601	0.09481972619
602	0.09477956345
603	0.09460213497
604	0.09455631995
605	0.09452248086
606	0.09448308396
607	0.09444888251
608	0.09429418607
609	0.09427223954
610	0.09420313926
611	0.09414378213
612	0.09371434174
613	0.09368040815
614	0.09355241164
615	0.09345889744
616	0.09338819427
617	0.09323648617
618	0.09317749048
619	0.09314392872
620	0.09309785087
621	0.09299538624
622	0.09293494755
623	0.09279909632
624	0.09264606599
625	0.09264362847
626	0.09257499639
627	0.09238595131
628	0.09228845864
629	0.09214066462
630	0.09206616758
631	0.09205175284
632	0.09197963893
633	0.09187193677
634	0.09179710028
635	0.0917107208
636	0.09162708145
637	0.09159062898
638	0.09149644172
639	0.09137435502
640	0.09134449584
641	0.0912300424
642	0.09114373326
643	0.09102808607
644	0.0908868478
645	0.09086378899
646	0.09074292126
647	0.0906530657
648	0.09046714635
649	0.09044680646
650	0.09041258842
651	0.09040270806
652	0.09036358554
653	0.09016987914
654	0.09007165917
655	0.08985075879
656	0.08977035437
657	0.08960131494
658	0.08952473489
659	0.08938662345
660	0.08928209864
661	0.08925149643
662	0.08917416915
663	0.08915304109
664	0.08910792885
665	0.08900647724
666	0.08890472098
667	0.08886213679
668	0.08854530906
669	0.08826253319
670	0.08824968815
671	0.08823261918
672	0.08819569524
673	0.08813175757
674	0.08803945286
675	0.08791066008
676	0.08771022572
677	0.08769064453
678	0.08760368007
679	0.08746473604
680	0.08739551056
681	0.08730263469
682	0.08725170053
683	0.08719228327
684	0.08714313805
685	0.0871085959
686	0.08705389904
687	0.08705149288
688	0.0868271299
689	0.08657615429
690	0.08652583229
691	0.08644849934
692	0.08641477097
693	0.0862819253
694	0.08628025095
695	0.08621816738
696	0.08611099381
697	0.08606740028
698	0.08600180132
699	0.08599933053
700	0.08596766213
701	0.08588850687
702	0.08584080424
703	0.08579965293
704	0.08570310305
705	0.08568183475
706	0.08565175637
707	0.08557900594
708	0.085514206
709	0.08549832889
710	0.08529380941
711	0.08522830316
712	0.08511535104
713	0.08509576523
714	0.08498149787
715	0.08490628905
716	0.08480514948
717	0.08474823418
718	0.08464610114
719	0.08449489548
720	0.08443472445
721	0.08433905891
722	0.08431904669
723	0.08425261704
724	0.08416390973
725	0.08410504363
726	0.08396333091
727	0.08385783002
728	0.0837202896
729	0.08365736774
730	0.08347674335
731	0.08340959589
732	0.08337917061
733	0.08330999878
734	0.08326062113
735	0.08321886137
736	0.08317783078
737	0.08316577144
738	0.08304671862
739	0.08297784537
740	0.08295037188
741	0.08290334252
742	0.08283648413
743	0.08283503921
744	0.08277582233
745	0.08271834297
746	0.0826786762
747	0.0826362887
748	0.08256817728
749	0.08252991385
750	0.08220986536
751	0.08218289059
752	0.08211257515
753	0.08207373512
754	0.08207173901
755	0.08204357812
756	0.08180173989
757	0.08174286073
758	0.08172166199
759	0.08168827645
760	0.08135092853
761	0.08133994191
762	0.08129737172
763	0.08118609458
764	0.08100260354
765	0.08090408725
766	0.0808408785
767	0.08079344405
768	0.08077582463
769	0.08075443414
770	0.08073929904
771	0.08060305234
772	0.08049813187
773	0.08046149943
774	0.08036503506
775	0.08032328458
776	0.08016840339
777	0.08013130954
778	0.08000901726
779	0.07992954374
780	0.07991190419
781	0.07987752035
782	0.07980218226
783	0.07978814956
784	0.07975755491
785	0.07971449419
786	0.0795760605
787	0.07951291818
788	0.07949871716
789	0.07946503354
790	0.07943475267
791	0.07937590643
792	0.07936450347
793	0.07931376879
794	0.07920454541
795	0.07913637207
796	0.07911474072
797	0.07902956466
798	0.07892357209
799	0.07886792963
800	0.07885570022
801	0.07869828727
802	0.07864171306
803	0.07857603093
804	0.0784839613
805	0.0784814241
806	0.07845701713
807	0.07842207972
808	0.07830145647
809	0.07826778055
810	0.07824312158
811	0.07815073869
812	0.07807922726
813	0.07806822798
814	0.07803858906
815	0.0780039036
816	0.07797262101
817	0.07793230581
818	0.07781077064
819	0.07776531252
820	0.07764982714
821	0.07763037881
822	0.07745203818
823	0.07741851145
824	0.07732749123
825	0.07723423701
826	0.07710492738
827	0.07705435761
828	0.07703514556
829	0.07702438454
830	0.07697333788
831	0.07691855438
832	0.07688305882
833	0.0768431899
834	0.07679035023
835	0.07668574936
836	0.07667774996
837	0.07655578578
838	0.07654126001
839	0.07651237583
840	0.0764904478
841	0.07646483624
842	0.07641702161
843	0.07640535606
844	0.07632984337
845	0.07631541234
846	0.07628382594
847	0.07624244586
848	0.07620858806
849	0.07598480145
850	0.07595000352
851	0.07594215746
852	0.07590772937
853	0.07588499387
854	0.07584360989
855	0.07582563261
856	0.07571765253
857	0.07569151526
858	0.07562885855
859	0.07555152873
860	0.07549979276
861	0.07542558785
862	0.07536786538
863	0.07525555289
864	0.07523352654
865	0.07516947925
866	0.0751575244
867	0.07514380347
868	0.07502813525
869	0.07494279076
870	0.07488537792
871	0.07484502792
872	0.07480228747
873	0.07479197664
874	0.07475824322
875	0.07472028767
876	0.07459829661
877	0.07452895068
878	0.07428527495
879	0.07422002221
880	0.07414697604
881	0.07413912474
882	0.07410518791
883	0.07406422681
884	0.07402334779
885	0.07385682016
886	0.07370507479
887	0.07366320439
888	0.07350971713
889	0.07347109603
890	0.07333014848
891	0.07326119779
892	0.07321838566
893	0.07314327147
894	0.07311994112
895	0.07305876197
896	0.07299329664
897	0.07294602939
898	0.07289237385
899	0.07278633065
900	0.07277661943
901	0.07275205487
902	0.07260999438
903	0.0725728476
904	0.07248769837
905	0.07240008103
906	0.07235613035
907	0.07234085394
908	0.07232381462
909	0.07229967486
910	0.07219992348
911	0.07218527617
912	0.07211942185
913	0.07207563542
914	0.07204254549
915	0.07200679881
916	0.07189330502
917	0.07184449837
918	0.07179944895
919	0.07177639556
920	0.07172096315
921	0.07166624137
922	0.07165957568
923	0.07153596115
924	0.07149963246
925	0.07147464988
926	0.0714345675
927	0.07140916671
928	0.07139814158
929	0.07136026082
930	0.07134947536
931	0.07131088853
932	0.07128776504
933	0.07124429882
934	0.07119848136
935	0.07118105017
936	0.071027496
937	0.07100082796
938	0.07095519878
939	0.07094808554
940	0.07077485665
941	0.07073432031
942	0.07068147191
943	0.07067495029
944	0.07064526912
945	0.0705831255
946	0.07047392781
947	0.0704255738
948	0.07033622885
949	0.07030998048
950	0.07019626526
951	0.07015035639
952	0.06998575799
953	0.069934437
954	0.06985976417
955	0.06983472342
956	0.06979132284
957	0.06954884599
958	0.06946596053
959	0.06938679025
960	0.0693631838
961	0.06921416693
962	0.06900621687
963	0.06896716977
964	0.06894788223
965	0.06884647314
966	0.06883001284
967	0.06881680057
968	0.0687682181
969	0.06870750054
970	0.06865038703
971	0.06852914511
972	0.06844679998
973	0.06838160863
974	0.06835017051
975	0.0683004302
976	0.06825121726
977	0.06813037876
978	0.06806652101
979	0.06794056588
980	0.06781829311
981	0.06777840062
982	0.0677531523
983	0.06768948076
984	0.06768145515
985	0.06761992013
986	0.06759285564
987	0.06758116148
988	0.06745121819
989	0.06736866562
990	0.06731407004
991	0.06725491878
992	0.06712105512
993	0.06703321701
994	0.06697709616
995	0.0669363994
996	0.06691240276
997	0.06680751105
998	0.06675028404
999	0.06671372424
1000	0.06668562143
1001	0.0666713052
1002	0.06659101367
1003	0.06652343174
1004	0.06646371201
1005	0.06644740655
1006	0.06641630425
1007	0.06640873487
1008	0.06638260678
1009	0.06638168811
1010	0.06636912529
1011	0.06634556169
1012	0.06631446651
1013	0.06631063892
1014	0.06625498265
1015	0.06621332355
1016	0.06612422984
1017	0.06600971841
1018	0.0659289848
1019	0.06591934113
1020	0.06581847351
1021	0.06577217734
1022	0.06570240604
1023	0.06568128262
1024	0.06561783108
1025	0.06558382632
1026	0.06557531836
1027	0.06550901898
1028	0.06549215773
1029	0.06549111192
1030	0.06547071019
1031	0.0654109123
1032	0.06535078922
1033	0.0652862782
1034	0.06526991852
1035	0.0652145677
1036	0.06516843459
1037	0.06508667189
1038	0.06494970584
1039	0.06487757199
1040	0.06480869951
1041	0.06476822574
1042	0.06474287546
1043	0.06467333625
1044	0.06457770061
1045	0.06452081402
1046	0.06440905562
1047	0.06436750675
1048	0.06432664796
1049	0.06427521345
1050	0.06418362956
1051	0.06402658357
1052	0.06397769692
1053	0.06394637039
1054	0.06393764874
1055	0.06384340602
1056	0.06380839813
1057	0.0637184058
1058	0.06361764508
1059	0.06359459917
1060	0.06353577952
1061	0.0634103326
1062	0.06337505943
1063	0.06334002309
1064	0.0632555393
1065	0.06314919029
1066	0.0630723329
1067	0.06302637401
1068	0.06300836628
1069	0.06300210304
1070	0.06299186067
1071	0.06295523771
1072	0.0629208829
1073	0.06272248638
1074	0.06266952695
1075	0.06263383434
1076	0.06261460074
1077	0.06256796445
1078	0.06255223778
1079	0.06252572456
1080	0.06245744588
1081	0.06240516628
1082	0.06239149913
1083	0.0623737499
1084	0.06226479682
1085	0.06223257331
1086	0.06220780596
1087	0.06217881035
1088	0.06214244835
1089	0.06209362215
1090	0.06208835897
1091	0.06207327613
1092	0.06203017458
1093	0.06200115197
1094	0.06196194278
1095	0.06192706304
1096	0.06192031947
1097	0.06191769618
1098	0.06188297602
1099	0.06184309654
1100	0.06173374512
1101	0.0615948241
1102	0.0615106239
1103	0.06137966647
1104	0.06125825173
1105	0.06122586929
1106	0.06116224251
1107	0.06114197795
1108	0.06112618601
1109	0.06100188579
1110	0.06091925192
1111	0.06090267922
1112	0.06087206345
1113	0.0608422044
1114	0.06080474749
1115	0.06073158372
1116	0.06069604587
1117	0.06064978247
1118	0.06063927123
1119	0.06062141117
1120	0.06059999138
1121	0.06055706529
1122	0.06053156058
1123	0.06051699705
1124	0.06045520152
1125	0.06044662985
1126	0.06043322107
1127	0.06039473167
1128	0.06038657268
1129	0.06037422524
1130	0.06036761079
1131	0.0602976597
1132	0.06021596173
1133	0.06013064451
1134	0.06010643809
1135	0.06005030959
1136	0.05996079508
1137	0.05991333999
1138	0.05983384275
1139	0.05981341988
1140	0.05979869572
1141	0.05979136259
1142	0.05975930369
1143	0.05955118992
1144	0.0595323726
1145	0.05952634475
1146	0.05944354965
1147	0.05940889161
1148	0.05938028589
1149	0.05937696844
1150	0.05907023893
1151	0.05901855958
1152	0.05897834848
1153	0.05895871099
1154	0.05893895922
1155	0.05889972928
1156	0.05889679324
1157	0.05887510343
1158	0.0588524315
1159	0.05883668863
1160	0.0587926615
1161	0.05874089043
1162	0.05869578773
1163	0.05864140137
1164	0.0586236336
1165	0.05856875981
1166	0.05855123134
1167	0.0584979236
1168	0.05848482227
1169	0.05842647508
1170	0.05833840969
1171	0.05822246133
1172	0.05819310564
1173	0.0581688642
1174	0.05813541014
1175	0.05811600977
1176	0.05806253021
1177	0.05803445268
1178	0.05796171585
1179	0.05793112752
1180	0.05785048389
1181	0.05775005737
1182	0.05768950385
1183	0.05764800347
1184	0.05758640793
1185	0.05754755095
1186	0.05752278925
1187	0.05746445989
1188	0.05740186297
1189	0.05730836459
1190	0.05729527944
1191	0.05723841978
1192	0.0571942005
1193	0.05712422544
1194	0.05702758886
1195	0.05687884818
1196	0.05685569346
1197	0.05682115348
1198	0.05680932256
1199	0.0567820803
1200	0.0567304888
1201	0.05666445598
1202	0.05665607558
1203	0.05659721024
1204	0.05657156246
1205	0.05654828304
1206	0.05651589325
1207	0.05647913174
1208	0.05645498689
1209	0.05641990414
1210	0.05639817129
1211	0.05638558812
1212	0.05637775145
1213	0.05625474264
1214	0.05621663625
1215	0.05619450891
1216	0.05617870221
1217	0.05612637826
1218	0.05611854066
1219	0.05607321653
1220	0.05605817122
1221	0.05604604088
1222	0.05597739723
1223	0.05589442935
1224	0.05589107461
1225	0.05587234469
1226	0.05583727124
1227	0.05580873752
1228	0.05574431005
1229	0.05569690408
1230	0.05564723854
1231	0.05560583392
1232	0.05560473035
1233	0.05554810856
1234	0.05546368983
1235	0.05532980365
1236	0.05528972277
1237	0.05526763679
1238	0.05525349866
1239	0.05517212969
1240	0.0550952522
1241	0.0550338775
1242	0.05499035751
1243	0.05495934996
1244	0.05493956966
1245	0.0549170536
1246	0.05488148358
1247	0.05483561048
1248	0.05481104775
1249	0.05475882254
1250	0.05475791738
1251	0.05474074259
1252	0.05461926924
1253	0.05458604958
1254	0.05456420019
1255	0.05448895452
1256	0.05446121605
1257	0.0544148991
1258	0.05439628726
1259	0.05438222
1260	0.05435841195
1261	0.0543148525
1262	0.05426105467
1263	0.05417360277
1264	0.0541313916
1265	0.05412468975
1266	0.05409983341
1267	0.05406561747
1268	0.05403387367
1269	0.05398693587
1270	0.05397020768
1271	0.05390633214
1272	0.05383286016
1273	0.05380117709
1274	0.05376450457
1275	0.05374528537
1276	0.05372524515
1277	0.05368330304
1278	0.05366760202
1279	0.05362765623
1280	0.05354569207
1281	0.0535269933
1282	0.05346454301
1283	0.05335155567
1284	0.05331925342
1285	0.05331000095
1286	0.05327680553
1287	0.05326176535
1288	0.05312797083
1289	0.05309052778
1290	0.05308184849
1291	0.05307025228
1292	0.05303666177
1293	0.05298872822
1294	0.05286312426
1295	0.05284792038
1296	0.05278839045
1297	0.05274820552
1298	0.05272726492
1299	0.05270125544
1300	0.05264311561
1301	0.05254337852
1302	0.0524912194
1303	0.05246220469
1304	0.05242233758
1305	0.05236388443
1306	0.05229171829
1307	0.05227888505
1308	0.05217472341
1309	0.0521592154
1310	0.05212107865
1311	0.05209634922
1312	0.05206154169
1313	0.0520548054
1314	0.05197695816
1315	0.05194144355
1316	0.05187779445
1317	0.05182612062
1318	0.05181093265
1319	0.05179201222
1320	0.05175161906
1321	0.05166771324
1322	0.05163587284
1323	0.05160872218
1324	0.05157321129
1325	0.05154869894
1326	0.05152308174
1327	0.05151465881
1328	0.05149876518
1329	0.05144781851
1330	0.05139616292
1331	0.05137952125
1332	0.0513478064
1333	0.05130716935
1334	0.05128085236
1335	0.05125897432
1336	0.05122921448
1337	0.0512239565
1338	0.05119823696
1339	0.0511599128
1340	0.05114826992
1341	0.05110332973
1342	0.05109976991
1343	0.05109902989
1344	0.05107113703
1345	0.05105057659
1346	0.05101134482
1347	0.05095111736
1348	0.05093202755
1349	0.05084698673
1350	0.05083497502
1351	0.05082131268
1352	0.05072856662
1353	0.05072100893
1354	0.05068354209
1355	0.05065067026
1356	0.05062071364
1357	0.05057777069
1358	0.05053606866
1359	0.05052157413
1360	0.05048882508
1361	0.05047405394
1362	0.05040218315
1363	0.05037218321
1364	0.05033546156
1365	0.05025186842
1366	0.05024163139
1367	0.05017752156
1368	0.05016385442
1369	0.05009704617
1370	0.0500584165
1371	0.05003296715
1372	0.05000313302
1373	0.0499702195
1374	0.04993249581
1375	0.04989519905
1376	0.04987157549
1377	0.04986208975
1378	0.04980320703
1379	0.04978585047
1380	0.04975805484
1381	0.04971208441
1382	0.04963864129
1383	0.04963409732
1384	0.0495959341
1385	0.04957259621
1386	0.04950246721
1387	0.04946170441
1388	0.04941957517
1389	0.04941065922
1390	0.04935100937
1391	0.04934859854
1392	0.04933022214
1393	0.04926595193
1394	0.04924164472
1395	0.04916947077
1396	0.04907201895
1397	0.04903416178
1398	0.04902253235
1399	0.04899770633
1400	0.04897806344
1401	0.04894804381
1402	0.04893247421
1403	0.04891277821
1404	0.04882221106
1405	0.04876552609
1406	0.04873949185
1407	0.04871333197
1408	0.04869104493
1409	0.0486662734
1410	0.04864673838
1411	0.04861122556
1412	0.04853616518
1413	0.04852375707
1414	0.04845444714
1415	0.0484334217
1416	0.04838855241
1417	0.04837267638
1418	0.04831483223
1419	0.04827476537
1420	0.0482560887
1421	0.0481926716
1422	0.04817630684
1423	0.04810657066
1424	0.04808849936
1425	0.04805429929
1426	0.0480433749
1427	0.04800442329
1428	0.0479560226
1429	0.04790071385
1430	0.04788441221
1431	0.04783106582
1432	0.04776289585
1433	0.04775055676
1434	0.04773276238
1435	0.04771971447
1436	0.04770132243
1437	0.04761714692
1438	0.04757851111
1439	0.04754810833
1440	0.04752200362
1441	0.04746774666
1442	0.04742494947
1443	0.04740877939
1444	0.04738908805
1445	0.04735682485
1446	0.04732489894
1447	0.04729247073
1448	0.04726261305
1449	0.04715216309
1450	0.04711430328
1451	0.0470564605
1452	0.04702924335
1453	0.04699755224
1454	0.04696830738
1455	0.0469404898
1456	0.04692735637
1457	0.0468757575
1458	0.0468208565
1459	0.04679630019
1460	0.04672371405
1461	0.04671072852
1462	0.04669945016
1463	0.04667989304
1464	0.04664534215
1465	0.04663199322
1466	0.04657274169
1467	0.04653228615
1468	0.04639654696
1469	0.0463842633
1470	0.04632924142
1471	0.04625873398
1472	0.04624563416
1473	0.04621637878
1474	0.04617663512
1475	0.04616135673
1476	0.04613896891
1477	0.04605985773
1478	0.04605295947
1479	0.0460272328
1480	0.04602069386
1481	0.04598804822
1482	0.04597859614
1483	0.04597757806
1484	0.04584545465
1485	0.04583141732
1486	0.0457865219
1487	0.04575014464
1488	0.04566688938
1489	0.04561362286
1490	0.045533948
1491	0.04549966793
1492	0.0454890434
1493	0.04544258115
1494	0.04536971655
1495	0.04532808975
1496	0.04526994738
1497	0.04518407703
1498	0.04516094843
1499	0.04510522739
1500	0.04506602734
1501	0.04505366761
1502	0.04497522934
1503	0.04496090035
1504	0.04489375472
